uid	startnode	endnode	reportdate	order	ratio
4c3bb3b7cb29401ea9417e19753d3cb7	8d2fee3516747a5f36aa9807f042f30a	dca62ebc1828ab2771099ff70e68ea4c	2019.0	2.0	4.18
2b76d5a895ca4b9ab48d686e51a4fb54	91234bee6e79f3d7a8f476a34364796f	0e61c88c25ffcf3b5b9505b22922f63b	2019.0	2.0	10.14
a014c09d6d784479b474bc7db3a2b411	91e3e5394d7ed9f5c184c5b3e74e33fc	86493856effb8994c14582ebb52b5813	2019.0	2.0	6.26
8a9a07047ace429a8393a92251f6dbc6	954fe81d623729746b46a5ef5b4ca022	6c785e75811be6499856f05e4f8fc2cd	2019.0	5.0	2
09623ab2072f4dadb40ee55fe872f260	95cd8b0b6f2c38191f2823de8ad834a4	e8599b6698558608e559a7ce8cc24862	2019.0	5.0	1.03
1bf4e748072a4efea114ced9602f53c3	96d95816efe1a46f374486bc3efc2cca	b06303c8667dd5eb97279bd9f29412bc	2019.0	1.0	7.1
c3123256a9c0473c8e2e6e165c834220	9d750bc2d00ef57707e981f7b7f82c53	758c3494d3dc2bebb0f13cc9662a09b3	2019.0	5.0	2.42
d1f55967437346dfb01e32d1a6f75a8c	a1e31ac0dd4c69fe6bfb9f479a47a984	b7c9ab3053c5c1ee4475fe8fadfdabb9	2018.0	2.0	6.15
afd274b353c14ccf92427f6d6b10a06a	a9732ed420ed97c7455471c53292e54c	2847156b8d6ebf71acf9d1619a5b4ea7	2019.0	1.0	16.2
6e774f55dc504b2da699d3ec0b143030	ac0559159e1a1989440332acef5ca338	fb08be70ac271c36b92040310929c52a	2019.0	1.0	2.21
8c471d07ef3b4810956fdf6d9f93886d	ad07744eba057cc67a8dfea1932fa923	e8a244be5b5ac41c0cc4c3c0ea4dff00	2019.0	3.0	5.15
e404ffe60b5f469cba8b4047a7116713	aff870b2d0fa11f526af543df24e973b	bcf060caf22c022fa458e99ff1d6fb17	2019.0	3.0	3.23
1315b5c6ac1a4c81ad4ec7ccc8acd64b	b4bf65eb0fe48554b59ef12344e7be87	895b14f11484a8f54495a75ee416ade5	2019.0	5.0	2.31
2a872169aa5d49a7816d5286ab6838d2	b965e1944df034ecba2a5b5fd7361b42	94070fa7e40f36dd58fdf2c20e0d0dab	2018.0	5.0	4.15
f68283c8cec64156b7c89a64fd619d07	bf34ed723d71f6a712fd56f5e0f0d6e8	f0bac0867cae753c4f38a978d4b45887	2019.0	4.0	1.96
8a13754640c34b459edf92546130b8c0	c3316bbab3a71b771327dfa118aba869	5168010855a0ce084a62d4fd794ebcdf	2019.0	3.0	4.47
726b61b4456240dfb012253055b81c03	cb62ffc8377ca43534b7f3dbb5ecb4fb	70140823755380ed395d88cebb374a1a	2017.0	3.0	""
597fdcc33d1d480681bdfd443a5d19a9	d7388b420df7cbeb0d20b38b95feff15	a06c064fb4e9eeed69a940db0c3ca1d3	2019.0	3.0	6.28
6dac677cd1f84efcadff0b3f806b8526	d8efcc730908277fd025192340544774	cf2517766f67223997c4c94af85745ab	2019.0	3.0	2.07
095f380ad1e94b85982de194ab2b6702	d93ed393ba894e02b254def3216bc834	6a575bf541e79bccd67980fba490d12d	2019.0	4.0	4.86
fc6b0c86c7a049939a7bdcb5440f12bb	da9cd0fafa980ff240673c7123227524	7d3663cb296d3962eb6f6c36e45db90c	2018.0	3.0	2.31
61639bcf58fe4882b14363e7c4f32915	db15ce6305f1a05d5715050b601e9692	47d0694575ccdd5d547cdeea31de437d	2019.0	3.0	4.13
b41313991685473bb12b98898df57cc5	dc8cd5b0957767bf0aeeb97363d11821	5c3fca68dba2b7e4e5801403c45185ac	2019.0	4.0	4.43
4fc009ad5d3d4a5dabd98f33f0a2ba47	de453ccbdb14d5a89d0f67ae2a1cfc51	1314b25438f0ec734f4bd3a3facef637	2019.0	1.0	8.37
f20b3a8b2b8545ca83e34def8b93e8c0	df4105c67128e8ed9ed37e0cdeb81203	d871bf2c47056d5e3b362b564e9f2d44	2018.0	3.0	6.44
82fe25821d34485c8683374583879343	df832f4c48f70291ba49729c308291b9	9f2ab97f9c0b1aa0644bf5d3edea127f	2019.0	5.0	2.98
c9bef6ffab7044c6a7bf4b0af1f5e5de	e30e5d07f79b8d895e225fb947727433	bdb5b819ec8e0aba65216a9ae17a4092	2017.0	3.0	1.09
6cd1ab4a42fe405a948ee3dfd3672c17	e40516dc0e69d2a93dba907d78324af2	8889cdca1557d961e86d628340e5259b	2019.0	4.0	3.76
6b74517a04c448fca38c1112981bcfad	e5641862d05ace4a2413ff14fc67ae0f	4c54936f871150913a7945596f3c1d3f	2019.0	3.0	11.07
3c2d5833409644caafafefee474b0e72	edf597fbf1e2aac62fa892f3a1bf60ec	892165ae3cfad24f6a6853081b5902b3	2019.0	3.0	2.62
659ec67c41c64ab093031e9fbd41ff6a	ee245bc5fd094195f8877613e8097fde	d085eb839db9fbf97cc84f6a80a06e2f	2019.0	2.0	18.04
1769c94005674183b2f34cfbd1fe9f78	f158d6bd261da8a4058b56fd7ab291f2	259c6f186fb3320199d4e9a498c91065	2019.0	4.0	5.59
04faa57eaba245099c4732924f7f1d77	f1aa1c890ac0b2a720af50ffbd3b68ae	d8133d39d15a6da786e4ebed5540e9f8	2019.0	2.0	14.52
e3b1c9cef7924bfd975ef8fc93ca3e2e	f210c14696b425b7f12086276d26c391	ab236a65fcdaf0f0f05a650623f28043	2019.0	3.0	5.06
273f880ff50340dfac364b102946acdf	f457d6876d64a595d9604209feefda6b	e913c5e65e33d7c42c5775e8e0a2d842	2019.0	5.0	0.22
2eb6b4fb059540619a445dd09c9a9b00	004ab204c1c768a39d137b73a68d7362	3b5d387fe6e98b1489890fd5df155c44	2019.0	3.0	4.1
68305130109f44a5843496e20e1e481e	01efe41fc59a830d83808a6397d675d3	c964f86e7c2d686985504015084682b1	2019.0	1.0	12.63
814d5ab903504bd2a1277050f2796551	02dca2a51218bd6fde80df8a61504a9c	4e89d741c71173927c0172ad22769a8b	2019.0	4.0	2.52
38c6d7ae5aa74b1db1923524f3c623ca	0b755ee0e51b04f6175ef1ea6662ba62	160ed0925123d435a34d30538075eba4	2019.0	4.0	3.32
fa8c552f6955476e9fccf8355548a710	295f12537ffbb202a70f4082e0bdab06	e73da437ccd79591eeb00f7885ff46ab	2019.0	2.0	8.9
2130d5f39b724d56bc4646c8bc090159	2e06cb5008fd73eaa0ed65496c6e6190	737b6c81c9722655c5f6635651f7ae8c	2019.0	1.0	19.25
63253d07a2c44328b931f138ad954b9c	30e4576d5a37a04b4408051c3fb1ca38	44f8824d5c30cc8f9c3dd6b0089dbec6	2017.0	2.0	5.64
2da68890f8ad4115863f0f04a291368c	327267bc604143fc3940cc32d8502917	4828f03c51450f4c83044b990b60deae	2019.0	3.0	3.71
00d90959e3084fffbc5a0de0f9e6b625	352d6a139d5296476530e2fbdf92764f	4894d1fa529a7a79f0bef964ffa93de5	2019.0	5.0	4.28
a5970797b3bd457eb627d22b791ea412	37d6eef72b0bf41abaae415c55ebc2c4	84ba3f61e4d28d4d18aa0f9faadfb932	2019.0	4.0	2.46
9cd3184eebd145f5be7bf04037a69d34	3b5614e5a2fa2cd00b90c047b37c4a78	758c3494d3dc2bebb0f13cc9662a09b3	2019.0	4.0	2.97
97db07f9cc4846f5861466896e64134e	3ba30f463dda14db4c9ce7e52e74e3d8	1bf7dd5de751f029111b1c86348a1596	2018.0	2.0	""
69320daaa2064a5b98af9e6c6b09d22a	3c16be9d2941a26d01a16c7fb4e637ab	f5e222a5dd07d07d5a61bf520da1a9a1	2018.0	2.0	13.96
90dd32fbb8a24c7080b3c1af282b6338	464fdcfe417aa5dae8666ed199737ac2	e363f26eb6c4f896068d7f8ea64acd69	2019.0	3.0	3.43
93fe56e132134ff394607f0eeff3ab5b	4944f4739faeadf163c0f1c4b82aa18c	e081c6f8d33db7121c4e94aa9fbbcffa	2019.0	2.0	9.19
3f70c42cf1684ef79456a99d7a780127	4d6b0106b49ffbcd85453b84a45e15d5	ab236a65fcdaf0f0f05a650623f28043	2018.0	3.0	4.12
84ea0dae3e814c48878f982fd4aa63dd	51cf5484a94a4130dea8980ebaa15ed7	36a5e4df474144f51ac0406ecf864e8f	2019.0	1.0	18.5
81d417d933a4499c8b36aa2a3383a5c4	53f6e8b31fd94f5c204af4aa9086617a	0eb8495764ae7fd9b5d24aa6e2b17a1b	2019.0	5.0	2.19
95cca1d242f1490d95a78bc9ba89dbc2	57909135504c0b08cebb14890b9cfb48	b740fb357c7fefe78a7816993557c00c	2017.0	5.0	4.75
77985fe4a1fa420bafeb4e2aaf438367	5b2fdb0ff966093fb71f726af3b41d5c	d3c5b1a40453c7da6c97176f3c2a23d2	2019.0	5.0	3.39
a65530c1adb9493da505df7a151916ac	5e46f595fa21f6a0ac71fd71e981e8ea	97839eca88b250ab81ea44bf04d83605	2019.0	1.0	8.49
42d275eaead04614862e15f50c1f5b06	62c8688df2d9610a4b5383e04990bbea	97748e79c47ae931a35a3f174c109d70	2017.0	2.0	6.63
b3122547c0f34a3b9afad7a6df5381ea	6b62e95e7b57697ee0eeb2ddd8f691e8	fc5c81536483fa86a83054e3d9662e1e	2019.0	4.0	6.05
6582caf538c5430b8458afff8346007b	6f2c135f0c71bdff381add892248d742	d5a379724767778818d3887048ff3103	2018.0	4.0	3.45
8b405d253221445db6ce86e64ba2ba7b	7a3896486d168fa35430f2ed54f77d0f	cc5fb22ae4d2b643409bf6592e1da39b	2019.0	3.0	3.6
d40ed73bbb8f4314a12bff8330ebbbdc	7bd1606c20b92f90c47e8575d29cb323	d7f407126c05f2dbe72da2aaeb30a306	2019.0	5.0	5.45
cdf2c28a0cc04f9092d173370f3b9c73	858ffa0d79f28d55a171e4a6e2b49089	afda033097631e5aa2f3870beb95f2fb	2019.0	5.0	3.87
85164774ce6646419d74bd747139e190	8cc3aa3add909f4e450e136df6151ae8	6e7239b5a177dcaf3ffbf0098d9c930e	2019.0	1.0	8.63
99263bb238bf497aa3b04f0014f543ca	91acee13a7926276d937afd3ec999cc1	46c4d9d635323242e080018c00f141ae	2019.0	3.0	2.85
86d0c1cebb7b4513a14df391c4b4271b	96f6ba16ecc4de7ec61addac4ff4b95e	bfdf6318c99244a2a6c4164528994730	2019.0	2.0	6.03
3dce2d5790af4c529d988284c5cd9b32	9cfe1f66a24acb601ed8542f4b9c1ed1	84a4191ba0fd978a1c5c1414411cd8aa	2017.0	4.0	1.28
a731aab3e6474c3d8258ab19b060a07f	9e48d4f06075141b681f4b55b57827e2	acd13fc86284b4326da0e84e569e1e4b	2018.0	3.0	3.03
9002808b5e034693a8a671a0258e8ad2	a1ac0668ca7a7bd0610afcf1f05bac38	6614c12242a15990b6c05829447fd7c4	2018.0	5.0	3.95
6cc469110d024453bf135b458a0a2189	a296e34fd2f3afcb1a19c82464a1c1dd	dae95fb0e41687d1bf9e059ae1eb51d1	2019.0	5.0	3.04
7aa7634a1dbc47d2af8c6c9f04b69563	a8dc9904ee0e0b6006d47819404125a2	dba3d5aa46fc4e22bfb6239ddec81fb6	2019.0	2.0	22.65
80ddb366ce6a4f64ae5bf50f144a7adc	b3b812c834d0eef4e850844984202f14	31845fa954c34b6181d277475217b583	2019.0	1.0	13.21
c608f5d09bcf48e9a1421d4f67894da8	b753b4eeadb1397b2fcce3174f5b9145	6b4bbeb74b59c23c2f0baab7199a4748	2019.0	4.0	2.84
164396194c4941e1b17c69701761809c	be99c88e4282e17034fbfedcc412d197	8c36721edcb74bb8092a49019b7dd3e4	2019.0	4.0	4.81
75380459b0664dd386e27a2a7bcebb32	bf2cb1a2d9dc9fb80de3c5ca587bfe8c	ba3f3c842a0df05e1df8a0937ac3800e	2019.0	2.0	5.01
cdd287a8bd72418bab88654fb8049a35	c3ea1232a252269cb3d4686763e31cd3	6fcf8af7df1ed6cd99d9d54f44aa1316	2019.0	2.0	3.15
9ab27b154c5243d797bd7c481c87044d	c75d7b748ab23d72eb800876e89cd982	7a6712270de4a4a41df1d612da67f8a8	2017.0	1.0	5.03
82c7d62e194448f7b884cd5b5288cf21	cb7add52cf7cc1991f5fa5db49e1715f	a8cedfcf1560bc8c1018fabe8afabbfd	2019.0	2.0	3.64
673f224ae842438ab44ee27bac2e643b	cc811c9a835fddf5c33b29abfc11adf3	ed0667954b5adaf7c600c5da5c6b221c	2019.0	5.0	0.78
7c5b5b5a8ebc44479e390d104cfa36d3	d564dd1555a73ea51d84d65a1b53e03d	59baef0d1b98f94b05bc9969ec55fc5d	2019.0	2.0	2.83
eb68f5487fbb4b3c85bb7f5f0e283259	d5712853ee2c4109c3c9361d3d737fd8	8afd58671f879ef013b98554d5ed42e3	2019.0	3.0	4.14
6ea8661754424fb68005418927087de2	d603d0145cd06d81868be8c7023fc01f	7f561eddd23fadc9877a9942b6e7059f	2017.0	2.0	6.63
f412e78fdb56407992e950f5dbae729e	d6b9e1425ad6f3af9a0723a776b3c3bd	c9cad3c8a23136a47f875c77a08d2fbe	2019.0	4.0	4.52
7308fb6cb8a84630916094af60cb6395	d9eab86c0d48a337b331831b19cf0a4e	f79c3df8073f63860141f74a2fbdd070	2019.0	5.0	0.32
001d5d6a65384475be7fdc6eb8e906fc	dc824f0e9c7393e414293aa167ea1993	40fbe199c6a2450b5b045e105580af7a	2019.0	2.0	6.02
b80a55f8cb174171bb1be5155025c260	e06d28f085512cc13bbed2d08a11396e	2b8369697d9ba2b6f6037fd1d9dcff1e	2019.0	5.0	1.84
fb21410dcd4e46d2b3b29230daef2498	e59b85a30776935857a72fdb17995f4b	8ea31ff3e97b83e3e94f657e9f4aa428	2019.0	1.0	12.3
1b2b8fd5ad1b4b25a86059fae94ce1d9	ea57e0ebb0e6bdda0f7d84cf1e9ae390	cd79211f4661998652ea4022debb9aac	2019.0	1.0	6.69
6b2e928a2ddf4f60af11b6ae2100d6de	eee6b3e188b8718b4339339aa0da678a	7a2b05efc94bdaff6959e0a82fdd1493	2019.0	3.0	5.48
9d2bb3ede26a4100a9f708610f90bb0d	f0b3aa69939f9194cad6af9aebd33b62	45cd769a81728454600e381b9a08e654	2019.0	4.0	4.3
676af18972cd4664ada66f7698e38d14	ffce2e0bdf5d3af4f9d96d16dfdf2b9d	88ae7615666f9828d1aeecfcbaafd0f2	2019.0	5.0	3.32
57771214eab74ab0b055e956f4c9480f	01f5228e503d87dbea604b1b918a42dc	6167753a564d063754c22e7b724c0215	2019.0	5.0	2.24
dd0f09fbb89b478ea733c4a5a859324f	04757b8d516adf7c97c14ac9a4fb7bf3	9b785b462dac8dd838dfda2d933c3536	2019.0	2.0	11.23
a5d52b5d777c442e8c5e195ac026a186	071575a037d2ac2d7e86f75f6a91cd68	cf0621bfdc338bea5854cea745516009	2019.0	3.0	10.51
439dfc4da9294fbb859891ddfb4dbef0	125a32c5e9517626944ef633d09da6d9	2df55eddf8c75c54a6dd9161f2cccb7b	2017.0	5.0	2.79
6b10a0208fa941bcbd9ce820fb474d1f	1470168ba0e9dfb20189be1548418807	59b901ff4d3a099ad5ed73f1f426a9cf	2019.0	3.0	10.91
