mc	gpdm	bgnd	order	bl
C	000600.SZ	2018.0	3.0	2.66
C	600182.SH	2017.0	5.0	3.67
C	600182.SH	2019.0	5.0	2.51
C	603607.SH	2017.0	3.0	5.43
C	000601.SZ	2018.0	3.0	3.72
C	000601.SZ	2019.0	3.0	2.42
C	600261.SH	2017.0	3.0	2.22
C	600261.SH	2019.0	3.0	1.31
C	601179.SH	2017.0	3.0	2
C	601179.SH	2019.0	3.0	1.34
C	603133.SH	2017.0	3.0	6.96
C	603133.SH	2019.0	3.0	5.6
C	688033.SH	2019.0	3.0	16.89
C	688123.SH	2019.0	3.0	6.32
C	300409.SZ	2017.0	3.0	4.8
C	603685.SH	2017.0	3.0	6.92
C	603685.SH	2019.0	3.0	6.88
C	600156.SH	2019.0	3.0	5.12
C	000962.SZ	2019.0	3.0	4.66
C	600687.SH	2017.0	3.0	2.51
C	600687.SH	2018.0	3.0	6.45
C	600687.SH	2019.0	3.0	""
C	002458.SZ	2018.0	3.0	4.59
C	600985.SH	2019.0	3.0	0.97
C	600228.SH	2017.0	3.0	2.82
C	600228.SH	2019.0	3.0	3.14
C	000737.SZ	2018.0	3.0	4.75
C	300398.SZ	2018.0	3.0	4.2
C	603188.SH	2017.0	3.0	6.48
C	603188.SH	2018.0	3.0	6.56
C	603188.SH	2019.0	3.0	5.71
C	688396.SH	2019.0	3.0	1.71
C	603885.SH	2017.0	4.0	4.62
C	603043.SH	2017.0	3.0	3.59
C	600987.SH	2017.0	3.0	""
C	600987.SH	2019.0	3.0	""
C	000039.SZ	2019.0	3.0	1.68
C	002727.SZ	2018.0	3.0	2.53
C	603883.SH	2017.0	3.0	2.28
C	603883.SH	2019.0	3.0	2.5
C	603233.SH	2017.0	3.0	2.79
C	603233.SH	2018.0	3.0	8.32
C	603233.SH	2019.0	3.0	9.4
C	603939.SH	2017.0	3.0	8.09
C	603939.SH	2019.0	3.0	9.86
C	603811.SH	2017.0	3.0	7.57
C	603303.SH	2017.0	3.0	2.63
C	600751.SH	2017.0	3.0	10.02
C	600448.SH	2018.0	3.0	2.96
Constellium Rolled Products Singen	002662.SZ	2018.0	4.0	2.12
FEI 香港有限公司	300165.SZ	2017.0	1.0	11.62
INNERMONGOLIAMEYUNTRADECO.,LTD	000982.SZ	2019.0	4.0	5.86
TTKG Handels GmbH	000976.SZ	2017.0	3.0	6.43
上海兴容信息技术有限公司	300253.SZ	2018.0	3.0	2.33
上海杨浦知识创新区投资发展有限公司	300675.SZ	2017.0	1.0	5.99
上海杨浦知识创新区投资发展有限公司	300675.SZ	2018.0	2.0	6.29
上海西普尔-必凯实验动物有限公司	688202.SH	2017.0	5.0	2.91
上饶市奇天乐地科技有限公司	002591.SZ	2017.0	2.0	7.61
中国石油化工集团公司	000852.SZ	2017.0	1.0	20.16
主要5	002294.SZ	2017.0	5.0	5.57
主要5	002294.SZ	2018.0	5.0	4.42
主要5	002294.SZ	2019.0	5.0	3.96
公司 2	000969.SZ	2018.0	2.0	4.01
公司 2	688268.SH	2019.0	2.0	4.79
创宇物流服务有限公司	000408.SZ	2017.0	2.0	7.43
北京久安建设投资集团有限公司	002140.SZ	2019.0	4.0	3.03
北京博睿维讯科技有限公司	300076.SZ	2018.0	4.0	4.21
北京首钢冷轧薄板有限公司(顺义)	300217.SZ	2017.0	4.0	4.7
厦门信达股份有限公司	002237.SZ	2019.0	5.0	2.79
天彩电子(深圳)有限公司	300317.SZ	2018.0	1.0	6.68
宁波恒烨泰科光电技术有限公司	603297.SH	2017.0	1.0	5.64
寺家庄煤业	600348.SH	2019.0	3.0	5.63
寺家庄煤业	600348.SH	2018.0	4.0	6.09
寺家庄煤业	600348.SH	2017.0	5.0	4.53
山东隆基机械股份有限公司	603596.SH	2017.0	2.0	8.34
广州紫光华信电子科技有限公司	002359.SZ	2018.0	4.0	6.08
惠州市福瑞通贸易有限公司	000996.SZ	2017.0	3.0	0.84
惠州市福瑞通贸易有限公司	000996.SZ	2018.0	4.0	0.64
惠州市福瑞通贸易有限公司	000996.SZ	2019.0	4.0	0.46
成都国航进出口有限公司	002023.SZ	2017.0	4.0	5.32
成都国航进出口有限公司	002023.SZ	2018.0	4.0	5.21
成都积微物联电子商务有限公司	002307.SZ	2019.0	4.0	2.86
新疆天康汇通农业有限公司额敏县分公司	300106.SZ	2019.0	5.0	1.19
无锡先行电子科技有限公司	688516.SH	2018.0	4.0	3.12
江苏兢业制药有限公司	300558.SZ	2017.0	1.0	24.34
江苏兢业制药有限公司	300558.SZ	2019.0	1.0	16.03
江苏兢业制药有限公司	300558.SZ	2018.0	2.0	17.32
沈阳中核舰航特材科技有限公司	688085.SH	2018.0	4.0	5.33
沈阳中核舰航特材科技有限公司	000633.SZ	2019.0	5.0	2.76
浙江九洲药业股份有限公司	300558.SZ	2019.0	2.0	13.07
浙江九洲药业股份有限公司	300558.SZ	2018.0	3.0	15.86
浙江龙盛集团股份有限公司	002942.SZ	2017.0	1.0	8.44
浙江龙盛集团股份有限公司	603650.SH	2017.0	5.0	6.58
深圳市新美装饰设计工程有限公司	300377.SZ	2017.0	2.0	15.06
深圳市新美装饰设计工程有限公司	300377.SZ	2018.0	3.0	4.88
深圳市荣士海精密工业有限公司	300832.SZ	2017.0	1.0	9.65
深圳市荣士海精密工业有限公司	300832.SZ	2018.0	1.0	8.51
深圳市荣士海精密工业有限公司	300832.SZ	2019.0	1.0	8.76
深圳证券信息有限公司	300803.SZ	2018.0	3.0	9.62
深圳证券信息有限公司	300803.SZ	2017.0	5.0	5.91
深圳迈瑞生物医疗电子股份有限公司	300406.SZ	2017.0	4.0	4.5
深圳迈瑞生物医疗电子股份有限公司	300406.SZ	2018.0	4.0	3.78
联创汽车电子有限公司	002703.SZ	2017.0	5.0	3.03
赞华电子系统(深圳)有限公司北京分公司	300231.SZ	2017.0	5.0	4.89
通茂资源有限公司	000818.SZ	2018.0	3.0	5.41
陕西长岭实业有限公司	300489.SZ	2018.0	3.0	8.24
陕西长岭实业有限公司	300489.SZ	2019.0	5.0	3.72
靖江先锋半导体	688012.SH	2018.0	4.0	5.24
靖江先锋半导体	688012.SH	2017.0	5.0	4.6
马赛宽	600518.SH	2018.0	4.0	""
黑龙江科纳地理信息科技有限公司	300826.SZ	2019.0	2.0	3.67
