mc	gpdm	bgnd	order	bl
SABICASIAPACIFICPTELTD	000301.SZ	2018.0	2.0	10.75
上海豫锐贸易有限公司	001896.SZ	2017.0	5.0	2.17
上海金浦钢琴铸造有限公司	300329.SZ	2017.0	4.0	3.85
中石化江钻石油机械有限公司潜江制造厂	002828.SZ	2017.0	5.0	1.97
五矿有色金属股份有限公司	000657.SZ	2017.0	1.0	33.86
公司4	300261.SZ	2017.0	4.0	3.22
公司4	002239.SZ	2017.0	4.0	3.24
公司4	002239.SZ	2018.0	4.0	4.38
公司4	000969.SZ	2017.0	4.0	2.4
公司4	000969.SZ	2019.0	4.0	2.82
公司4	601598.SH	2018.0	4.0	2.9
公司4	601598.SH	2019.0	4.0	3.14
公司4	000528.SZ	2017.0	4.0	2.09
公司4	000528.SZ	2018.0	4.0	1.5
公司4	000528.SZ	2019.0	4.0	1.53
公司4	000757.SZ	2017.0	4.0	9.49
公司4	000757.SZ	2018.0	4.0	6.9
北京**科技有限公司	300380.SZ	2018.0	4.0	3.92
北京中物振华贸易有限公司	002307.SZ	2018.0	5.0	2.25
四川雅化实业集团股份有限公司	002827.SZ	2018.0	2.0	18.95
四川雅化实业集团股份有限公司	002827.SZ	2017.0	4.0	10.8
国网湖南省电力有限公司湘潭供电分公司	002125.SZ	2017.0	1.0	14.26
基恩士(中国)有限公司	688022.SH	2018.0	2.0	5.44
基恩士(中国)有限公司	688022.SH	2017.0	4.0	4.63
基恩士(中国)有限公司	300812.SZ	2017.0	1.0	14.55
基恩士(中国)有限公司	300812.SZ	2018.0	1.0	16.86
基恩士(中国)有限公司	688518.SH	2017.0	5.0	2.59
基恩士(中国)有限公司	688518.SH	2018.0	5.0	2.06
基恩士(中国)有限公司	688310.SH	2017.0	3.0	4.43
基恩士(中国)有限公司	688310.SH	2018.0	3.0	4.83
基恩士(中国)有限公司	688003.SH	2017.0	1.0	11.24
天合光能股份有限公司	300712.SZ	2019.0	4.0	6.85
宁波市鄞州区公共资源交易中心	000517.SZ	2017.0	4.0	6.26
峨眉山市汇发贸易有限公司	600678.SH	2019.0	3.0	13.25
广东亚德客智能装备有限公司	688312.SH	2019.0	4.0	2.86
成都建工建材有限责任公司	002307.SZ	2019.0	3.0	2.87
昆明尊园房地产经纪有限公司	002285.SZ	2017.0	5.0	0.63
松下空调设备(中国)有限公司	000504.SZ	2018.0	4.0	3.88
永州市零陵区湘永兴锰业有限公司	002125.SZ	2017.0	4.0	3.07
江苏华信辉创能源科技有限公司	600157.SH	2019.0	2.0	6.16
浙江晶圆材料科技有限公司	300813.SZ	2017.0	4.0	3.66
浦华环保有限公司	300263.SZ	2018.0	2.0	3.28
浦华环保有限公司	300263.SZ	2019.0	5.0	3.31
浪潮电子信息产业股份有限公司	002368.SZ	2018.0	2.0	2.15
海南国盛石油有限公司	002320.SZ	2017.0	1.0	9.04
海南国盛石油有限公司	002320.SZ	2018.0	1.0	5.34
海南国盛石油有限公司	002320.SZ	2019.0	1.0	5.84
海西电力	000408.SZ	2017.0	4.0	7.54
深圳市华富洋供应链有限公司	300504.SZ	2017.0	1.0	31.26
深圳市华富洋供应链有限公司	300504.SZ	2018.0	1.0	29.61
深圳市华富洋供应链有限公司	300504.SZ	2019.0	2.0	11.64
深圳市华富洋供应链有限公司	603236.SH	2017.0	1.0	57.03
深圳市华富洋供应链有限公司	603236.SH	2018.0	1.0	50.3
深圳市华富洋供应链有限公司	688159.SH	2018.0	5.0	4.59
深圳市华富洋供应链有限公司	300552.SZ	2018.0	2.0	5.83
深圳市华富洋供应链有限公司	300552.SZ	2019.0	3.0	8.25
深圳市华富洋供应链有限公司	300552.SZ	2017.0	5.0	3.66
深圳市康冠商用科技有限公司	002955.SZ	2017.0	5.0	4.21
深圳市科艺仪器有限公司	002388.SZ	2017.0	3.0	1.84
苍南县国土资源局	000517.SZ	2018.0	1.0	14.63
苏州凌准精密机电有限公司	688003.SH	2017.0	5.0	2.83
苏州凌准精密机电有限公司	688003.SH	2018.0	5.0	2.94
荣成纸业	603687.SH	2018.0	3.0	13.05
荣成纸业	603687.SH	2017.0	5.0	9.27
西藏鑫富医药科技有限公司	002435.SZ	2018.0	5.0	2.23
远纺工业(上海)有限公司	000659.SZ	2018.0	5.0	3.84
青海省贵南草业开发有限责任公司	002646.SZ	2017.0	3.0	5.39
马鞍山琢学网络科技有限公司	002591.SZ	2018.0	2.0	3.1
