mc	gpdm	bgnd	order	bl
AEROTON MARINE INTERNATIONALPTE LTD JOINTLY WITH AQUATECH INFRASTRUCTURES LIMITED	300008.SZ	2018.0	1.0	7.74
Eplax Gmbh	002972.SZ	2018.0	3.0	2.09
Eplax Gmbh	002972.SZ	2017.0	4.0	1.64
SRIVENKATESHGRANITESPRIVATELIMITED	002785.SZ	2017.0	3.0	5.78
上海**科技园股份有限公司	300380.SZ	2018.0	2.0	12.85
上海中浦供销有限公司	000533.SZ	2019.0	3.0	5.93
上海怡力信息科技股份有限公司	300330.SZ	2017.0	5.0	4.65
上海泾东建筑劳务有限公司	600170.SH	2018.0	4.0	0.39
东风雷诺汽车有限公司	002627.SZ	2018.0	5.0	3.76
中化泉州石化有限公司	002986.SZ	2017.0	4.0	4.32
中国国投国际贸易南京有限公司	000779.SZ	2018.0	5.0	1.36
中国国投国际贸易南京有限公司	600220.SH	2018.0	4.0	4.24
中山市伟拓金属制品有限公司	002035.SZ	2017.0	4.0	3.42
中铁某集团市政工程有限公司	002310.SZ	2018.0	4.0	0.94
丽水中立建筑工程有限公司	300144.SZ	2017.0	4.0	2.11
克州葱岭实业有限公司阿克陶县分公司	000655.SZ	2019.0	3.0	8.96
北京三维博艺机械制造有限公司	300797.SZ	2018.0	4.0	3.38
北京兴晟科技有限公司	300105.SZ	2019.0	1.0	8.89
北京兴晟科技有限公司	300105.SZ	2018.0	2.0	6.44
北京同方信息安全技术股份有限公司	300271.SZ	2019.0	2.0	1.75
北京来福赛思科技有限公司	300406.SZ	2019.0	5.0	5.38
北京盛通印刷股份有限公司	300788.SZ	2018.0	4.0	3.01
北京盛通印刷股份有限公司	300788.SZ	2017.0	5.0	2.49
南通市百威电气有限公司	000533.SZ	2019.0	4.0	5.68
台州市科德化工有限公司	688166.SH	2018.0	3.0	7.38
国网辽宁省电力有限公司本溪供电公司	000761.SZ	2019.0	4.0	4.42
宁夏瑞驰斯特物资有限公司	000635.SZ	2018.0	2.0	5.59
客商5	600491.SH	2019.0	5.0	0.9
山东建中建设有限公司	002469.SZ	2019.0	2.0	6.25
广东省美术设计装修工程有限公司	300635.SZ	2017.0	5.0	2.16
广州宏邦伟信信息科技有限公司	002771.SZ	2017.0	5.0	1.88
广州市睿丰家具有限公司	000920.SZ	2019.0	2.0	4.46
广州恒大材料设备有限公司	002789.SZ	2017.0	1.0	19.76
广汉市迈德乐食品有限公司	603317.SH	2017.0	2.0	5.31
广汉市迈德乐食品有限公司	603317.SH	2018.0	2.0	5.81
昆明市官渡区雄清食品经营部	002033.SZ	2017.0	2.0	3.44
昆明市官渡区雄清食品经营部	002033.SZ	2019.0	2.0	1.68
昆明市官渡区雄清食品经营部	002033.SZ	2018.0	3.0	1.36
晨辉建筑工程(集团)有限公司	002322.SZ	2019.0	3.0	3.95
杭州攀克网络技术有限公司	002439.SZ	2017.0	4.0	3.39
江苏南通二建集团有限公司	600603.SH	2019.0	1.0	""
浙江成如旦新能源科技股份有限公司	601615.SH	2017.0	5.0	2.33
深圳市宏远海装卸有限公司	000088.SZ	2019.0	3.0	7.03
深圳市摩记电子有限公司	000032.SZ	2017.0	3.0	2.6
深圳市活水精密实验仪器有限公司	300832.SZ	2017.0	5.0	4.92
深圳市活水精密实验仪器有限公司	300832.SZ	2019.0	5.0	3.64
航油2	600115.SH	2019.0	2.0	5.82
航油2	600221.SH	2017.0	4.0	4.31
苏州沃伦韦尔高新技术股份有限公司	000638.SZ	2018.0	3.0	9.48
象山区荣耀食品批发中心	000978.SZ	2017.0	5.0	3.26
象山区荣耀食品批发中心	000978.SZ	2018.0	5.0	3.42
逸兴泰辰(天津)科技有限公司	000836.SZ	2017.0	3.0	2.7
麟龙合金	300694.SZ	2017.0	1.0	19.34
