mc	gpdm	bgnd	order	bl
FluxData	688003.SH	2017.0	2.0	5.61
FluxData	688003.SH	2018.0	3.0	6.52
Honeywell Inc	002520.SZ	2018.0	5.0	3.34
MEI HUA SING CO.,LTD	600870.SH	2017.0	1.0	96.49
Votteler Lackfabrik GmbH & Co KG	002048.SZ	2017.0	3.0	2.06
上海盛兆生物科技有限公司司	300149.SZ	2018.0	3.0	2.19
云南云医科技有限公司	300273.SZ	2018.0	5.0	1.58
内蒙古华骏煤焦化有限公司	000723.SZ	2019.0	3.0	4.23
北京华中恒泰贸易有限公司	000780.SZ	2018.0	2.0	3.87
北京华中恒泰贸易有限公司	000780.SZ	2019.0	2.0	4.83
北京汇鑫昊源有色金属有限公司	300185.SZ	2018.0	4.0	3.63
北京汇鑫昊源有色金属有限公司	300185.SZ	2019.0	4.0	4.99
北京龙润凯达石化产品有限公司	603798.SH	2018.0	5.0	5.71
南京丰盛产业控股集团有限公司	002471.SZ	2018.0	3.0	6.08
南阳安信钢铁销售有限公司	002627.SZ	2018.0	3.0	6.23
吉林市浩然金属材料经销有限公司	002622.SZ	2017.0	2.0	5.42
吉林市浩然金属材料经销有限公司	002622.SZ	2019.0	5.0	3.41
四川兴川申汽车维修服务有限公司	002357.SZ	2017.0	5.0	1.7
四川北控清洁能源工程有限公司	300040.SZ	2019.0	3.0	6.59
四川广利贸易有限公司	000815.SZ	2017.0	3.0	8.01
国网福建省电力有限公司连城县供电公司	688398.SH	2017.0	2.0	9.37
国网福建省电力有限公司连城县供电公司	688398.SH	2018.0	2.0	7.45
大厂回族自治县福顺肉类有限公司	600891.SH	2019.0	3.0	3.73
大庆市佰嘉和石油科技开发有限公司	000985.SZ	2018.0	5.0	0.14
小原(南京)机电有限公司	688090.SH	2018.0	3.0	""
小原(南京)机电有限公司	688090.SH	2017.0	5.0	""
广州煜旻信息技术有限公司	300297.SZ	2018.0	3.0	3.6
庐江县川东燃气有限公司	300835.SZ	2019.0	5.0	3.71
张家港保税区生鑫国际贸易有限公司	300786.SZ	2017.0	2.0	7.75
张家港保税区生鑫国际贸易有限公司	300786.SZ	2018.0	2.0	6.29
新疆明鼎中化石油销售有限公司	002524.SZ	2018.0	3.0	7.31
本溪北营钢铁(集团)股份有限公司	000761.SZ	2017.0	1.0	33.8
本溪北营钢铁(集团)股份有限公司	000761.SZ	2018.0	1.0	35.32
本溪北营钢铁(集团)股份有限公司	000761.SZ	2019.0	1.0	24.78
本溪北营钢铁(集团)股份有限公司	603969.SH	2017.0	4.0	4.78
梅塞尔集团	688268.SH	2017.0	1.0	5.29
梅塞尔集团	688268.SH	2018.0	3.0	4.39
正威科技(深圳)有限公司	000509.SZ	2017.0	5.0	6.32
正威科技(深圳)有限公司	000509.SZ	2018.0	5.0	5.32
武汉钢铁股份有限公司	601666.SH	2017.0	5.0	0.34
江苏晟兴和金属板业有限公司	002323.SZ	2017.0	5.0	2.72
江苏永安制药有限公司	688166.SH	2018.0	4.0	7.11
江西博微新技术有限公司	300830.SZ	2019.0	3.0	4.39
河北风行未来汽车科技有限公司	300825.SZ	2018.0	1.0	10.28
河北风行未来汽车科技有限公司	300825.SZ	2017.0	4.0	7.5
泰科集团	688001.SH	2017.0	1.0	18.24
泰科集团	688001.SH	2018.0	5.0	4.38
浪潮集团有限公司	688158.SH	2018.0	2.0	15.66
温州二井建设有限公司西乌珠穆沁旗分公司	000426.SZ	2017.0	3.0	12.21
湖北长江区域棉花交易市场有限公司	600251.SH	2019.0	4.0	2.99
潞安卓泰祥和金属科技宜兴有限公司	002471.SZ	2019.0	5.0	4.33
联通华盛通信有限公司	600083.SH	2018.0	5.0	""
