mc	gpdm	bgnd	order	bl
G0014	688002.SH	2017.0	1.0	23.95
G0014	688002.SH	2018.0	1.0	12.62
IlluminaInc.	000710.SZ	2019.0	1.0	35.27
SMC Automation(Hong Kong) Limited	688312.SH	2018.0	1.0	3.89
XWD MACHINERY	000923.SZ	2018.0	5.0	0.73
上海崇诚国际贸易有限公司	688126.SH	2018.0	5.0	5.43
上海盎领自动化控制系统有限公司	300330.SZ	2019.0	3.0	6.21
东电化爱普科斯(上海)电子有限公司	300342.SZ	2019.0	2.0	4.84
东莞市桥头镇人民政府住房规划建设局	000573.SZ	2017.0	3.0	4.71
北京博沃恒昌商贸有限公司	002306.SZ	2019.0	3.0	14.34
北京博沃恒昌商贸有限公司	002306.SZ	2017.0	4.0	5.05
北京博沃恒昌商贸有限公司	002306.SZ	2018.0	4.0	7.57
北京瑞曦科技有限公司	688228.SH	2019.0	3.0	6.51
北京盛世华图勘测设计有限公司	300830.SZ	2017.0	3.0	7.7
匠人(深圳)设计有限公司	300778.SZ	2018.0	5.0	""
华润安徽医药有限公司	000153.SZ	2017.0	4.0	2.2
国网河南省电力公司偃师市供电公司	688357.SH	2019.0	2.0	8.84
国网河南省电力公司偃师市供电公司	688357.SH	2017.0	3.0	8.43
国网河南省电力公司偃师市供电公司	688357.SH	2018.0	3.0	6.77
国药控股沈阳有限公司	300108.SZ	2019.0	5.0	2.58
天津忆云共享经济信息咨询有限公司	300144.SZ	2017.0	1.0	12.59
山东凯泰克五金制品有限公司	000032.SZ	2017.0	5.0	1.74
常州枫茂电气科技有限公司	605288.SH	2017.0	1.0	3.69
常州枫茂电气科技有限公司	605288.SH	2018.0	3.0	2.54
广东岭南美术出版社有限公司	000529.SZ	2018.0	4.0	2.52
广州火鹰信息科技有限公司	300635.SZ	2019.0	4.0	2.51
开创电子(香港)有限公司	688018.SH	2018.0	5.0	2.27
杭州华普永明光电股份有限公司	000504.SZ	2017.0	5.0	6.18
杭州正才控股集团有限公司	000933.SZ	2017.0	1.0	12.68
杭州正才控股集团有限公司	000933.SZ	2018.0	3.0	3.86
杭州港华燃气有限公司	002552.SZ	2019.0	4.0	6.18
杭州港华燃气有限公司	002552.SZ	2017.0	5.0	4.99
杭州港华燃气有限公司	002552.SZ	2018.0	5.0	5.24
武汉宝德鑫实业发展有限公司	300786.SZ	2018.0	3.0	4.05
武汉市晓俊物资有限公司	300771.SZ	2017.0	1.0	10.55
武汉市晓俊物资有限公司	300771.SZ	2018.0	1.0	11.63
江苏东鋆光伏科技有限公司	300117.SZ	2017.0	2.0	5.05
泰州市普林斯机电设备有限公司	600854.SH	2018.0	4.0	0.49
浙江大学苏州工业技术研究院	688555.SH	2017.0	2.0	9.85
浙江物产化工集团宁波有限公司	300796.SZ	2017.0	5.0	5.58
浙江物产化工集团宁波有限公司	603948.SH	2019.0	3.0	7.02
海南桂唐药业有限公司	300086.SZ	2017.0	3.0	3.67
深圳市吉隆德科技有限公司	300089.SZ	2017.0	4.0	7.25
深圳市正大信维通讯设备有限公司	688288.SH	2017.0	3.0	4.69
深圳市正大信维通讯设备有限公司	688288.SH	2018.0	3.0	4.16
深圳江铜营销有限公司	688388.SH	2018.0	3.0	16.21
深圳江铜营销有限公司	002823.SZ	2017.0	1.0	17.69
深圳江铜营销有限公司	002882.SZ	2017.0	1.0	41.88
深圳江铜营销有限公司	002882.SZ	2018.0	1.0	61.76
湖南海王医药有限公司	300108.SZ	2018.0	5.0	2.69
芜湖市富贸再生资源有限公司	300095.SZ	2018.0	3.0	4.12
芜湖市富贸再生资源有限公司	300095.SZ	2019.0	4.0	4.02
路易达孚(LOUISDREYFUS COMMODITIESASIAPRE LTD)	600096.SH	2019.0	2.0	""
长春宝钢钢材贸易有限公司	000800.SZ	2019.0	5.0	2.78
长沙建慧电子科技有限公司	002903.SZ	2018.0	2.0	5.41
阿斯利康(无锡)贸易有限公司	002390.SZ	2017.0	1.0	2.84
阿斯利康(无锡)贸易有限公司	002390.SZ	2018.0	1.0	2.4
阿斯利康(无锡)贸易有限公司	002390.SZ	2019.0	1.0	2.73
阿斯利康(无锡)贸易有限公司	300108.SZ	2019.0	1.0	8.63
阿斯利康(无锡)贸易有限公司	000078.SZ	2018.0	4.0	0.99
魅联(天津)科技有限公司	600083.SH	2019.0	2.0	7.05
黑龙江东隆煤炭有限公司	601011.SH	2019.0	5.0	6.73
