mc	gpdm	bgnd	order	bl
ELECTRICITE DU LAOS	600988.SH	2019.0	2.0	3.96
SIEMENSAG	002140.SZ	2018.0	3.0	5.07
上海宝钢钢材贸易有限公司	002576.SZ	2019.0	1.0	51.74
上海宝钢钢材贸易有限公司	002652.SZ	2018.0	1.0	10.73
上海宝钢钢材贸易有限公司	002652.SZ	2017.0	3.0	8.23
上海登宏机电制造有限公司	603095.SH	2018.0	2.0	2.98
上海登宏机电制造有限公司	603095.SH	2019.0	3.0	2.91
上海登宏机电制造有限公司	603095.SH	2017.0	4.0	2.98
上海统园保健科技有限公司	300791.SZ	2018.0	2.0	3.41
上海统园保健科技有限公司	300791.SZ	2017.0	4.0	3
上海老凤祥珠宝首饰有限公司	000587.SZ	2017.0	2.0	25.45
上海老凤祥珠宝首饰有限公司	000587.SZ	2018.0	3.0	10.4
上海芯南光电技术有限公司	002985.SZ	2019.0	4.0	4.88
东营齐润化工有限公司	603353.SH	2019.0	3.0	12.13
东营齐润化工有限公司	000554.SZ	2019.0	1.0	19.69
中交第二公路局工程有限责任公司	300103.SZ	2017.0	1.0	37.4
信泰光学	688169.SH	2017.0	2.0	21.03
信泰光学	688169.SH	2018.0	2.0	18.15
北京九品芝麻影视传媒有限公司	000673.SZ	2018.0	3.0	7.06
北海腾达辉煌人力资源有限责任公司	000582.SZ	2019.0	2.0	4.99
北海腾达辉煌人力资源有限责任公司	000582.SZ	2017.0	3.0	3.03
哈里伯顿(中国)能源服务有限公司	300164.SZ	2017.0	2.0	5.96
唐山中厚板材有限公司	601226.SH	2018.0	4.0	3.52
国网浙江绍兴市上虞区供电公司	300459.SZ	2017.0	2.0	5.04
天津华策园林工程有限公司	000965.SZ	2017.0	5.0	1.08
宁波市嘉源粮油有限公司	601116.SH	2017.0	2.0	2.13
宁波市嘉源粮油有限公司	601116.SH	2018.0	2.0	2.46
宁波市嘉源粮油有限公司	601116.SH	2019.0	2.0	2.32
山东创新金属科技有限公司	300828.SZ	2017.0	3.0	4.76
山东创新金属科技有限公司	300828.SZ	2018.0	3.0	3.15
山东创新金属科技有限公司	603327.SH	2017.0	1.0	39.57
山东创新金属科技有限公司	603327.SH	2018.0	2.0	21.51
山西恒信基智能科技集团有限公司	000755.SZ	2019.0	3.0	3.77
常州百科电子有限公司	300029.SZ	2018.0	4.0	5.51
常州百科电子有限公司	300029.SZ	2019.0	5.0	0.32
广东省计量科学研究院	002967.SZ	2017.0	3.0	5.87
广东省计量科学研究院	002967.SZ	2018.0	4.0	4.5
广州市翔硕信息科技有限公司	300297.SZ	2018.0	1.0	10.65
广州市翔硕信息科技有限公司	300297.SZ	2019.0	1.0	6.15
德清县康福塑料制品有限公司	688298.SH	2017.0	4.0	3.29
慕贝尔汽车部件(太仓)有限公司	300375.SZ	2019.0	3.0	2.63
日照兴业汽车配件有限公司	000951.SZ	2017.0	2.0	1.55
杭州星数科技有限公司	300245.SZ	2019.0	2.0	5.09
正和集团	000554.SZ	2018.0	2.0	16
汕头市正生源再生资源回收有限公司	603863.SH	2018.0	2.0	12.05
海南华晟源贸易有限公司	000735.SZ	2017.0	4.0	3.51
海盈科技集团(香港)有限公司	600678.SH	2019.0	1.0	20.95
深圳市华荣鑫房地产营销策划有限公司	000048.SZ	2018.0	2.0	5.63
深圳市度彼电子有限公司	002444.SZ	2017.0	5.0	1.91
深圳齐心集团股份有限公司	002421.SZ	2017.0	2.0	2.34
湖北九头风天然气有限公司	600856.SH	2018.0	1.0	""
苏州捷硕光电有限公司	300076.SZ	2017.0	1.0	26.17
苏州捷硕光电有限公司	300076.SZ	2018.0	2.0	24.04
苏州捷硕光电有限公司	300076.SZ	2019.0	2.0	13.84
荣华建设集团有限公司	601155.SH	2018.0	5.0	1.7
西安电力电子技术研究所	300831.SZ	2018.0	2.0	10.73
西安电力电子技术研究所	300831.SZ	2017.0	3.0	6.18
