mc	gpdm	bgnd	order	bl
ChongQingJiangDongmachineryCo.,L	300473.SZ	2018.0	3.0	2
Merck KGaA(德国默克)	603259.SH	2017.0	3.0	2.98
TRAFIGURA PTE LTD	002716.SZ	2017.0	1.0	8.26
TRAFIGURA PTE LTD	000878.SZ	2019.0	1.0	6.29
上海思锐信息技术有限公司	300634.SZ	2017.0	2.0	9.34
上海熙菱数据服务有限公司	300168.SZ	2019.0	3.0	2.45
中国东方航空股份有限公司西北分公司	000610.SZ	2018.0	2.0	1.23
中国华电集团哈尔滨发电有限公司	600864.SH	2017.0	5.0	""
乌海市恒瑞农业科技有限公司	000820.SZ	2018.0	5.0	0.15
信电电器集团有限公司	002857.SZ	2019.0	1.0	4.24
修武圣昊铝业有限公司	002560.SZ	2019.0	1.0	17.14
修武圣昊铝业有限公司	002560.SZ	2018.0	3.0	7.6
内蒙古伊东集团九鼎化工有限责任公司	002360.SZ	2018.0	4.0	4.79
北京巨金建筑工程有限公司	002504.SZ	2018.0	1.0	4.99
大成(广州)气体有限公司	688268.SH	2017.0	4.0	3
大成(广州)气体有限公司	688268.SH	2018.0	5.0	2.83
天津今日头条科技有限公司	603825.SH	2018.0	4.0	5.41
天津今日头条科技有限公司	300343.SZ	2018.0	1.0	10.48
天津今日头条科技有限公司	300343.SZ	2017.0	3.0	6.09
天津今日头条科技有限公司	002400.SZ	2018.0	3.0	2.43
天津今日头条科技有限公司	300058.SZ	2017.0	3.0	2.66
宜兴市智恒铜业有限公司	002471.SZ	2017.0	3.0	4.09
山东菱花味精股份有限公司	603755.SH	2017.0	4.0	2.21
山东菱花味精股份有限公司	603755.SH	2018.0	4.0	2.79
山东鲁强电工科技股份有限公司	000720.SZ	2019.0	3.0	1.65
崇义章源钨业股份有限公司	300185.SZ	2017.0	4.0	3.01
崇义章源钨业股份有限公司	300185.SZ	2019.0	5.0	2.73
常州市冠军机电制造有限公司	300095.SZ	2019.0	5.0	2.61
广东辉煌人力资源管理有限公司	300635.SZ	2018.0	1.0	13.14
广东辉煌人力资源管理有限公司	300635.SZ	2019.0	1.0	11.05
广东辉煌人力资源管理有限公司	300635.SZ	2017.0	2.0	16.86
广州市和畅纸品制造有限公司	300808.SZ	2018.0	5.0	3.02
广西防港物流有限公司	000582.SZ	2018.0	3.0	1.42
广西防港物流有限公司	000582.SZ	2017.0	5.0	2.07
惠州市华特实业有限公司	300317.SZ	2018.0	3.0	4.62
扬州市爱尔特轴承科技有限公司	603489.SH	2018.0	5.0	3.39
桂林金美印刷包装有限公司	002956.SZ	2018.0	5.0	3.2
梅州市升旺建材贸易有限公司	600382.SH	2017.0	1.0	45.97
梅州市升旺建材贸易有限公司	600382.SH	2018.0	1.0	66.95
武汉玉航科技有限公司	688081.SH	2018.0	1.0	24.2
武汉玉航科技有限公司	688081.SH	2017.0	2.0	13.12
江苏省华建建设股份有限公司	000421.SZ	2017.0	4.0	2.39
江苏省华建建设股份有限公司	000421.SZ	2018.0	4.0	4.51
河钢股份有限公司唐山分公司	601666.SH	2019.0	5.0	0.26
湖北今日头条科技有限公司	002127.SZ	2019.0	5.0	1.46
湖北今日头条科技有限公司	002400.SZ	2019.0	2.0	6.88
湖北建新市政工程有限公司	300536.SZ	2018.0	3.0	2.97
瑞镭激光技术(深圳)有限公司  振镜	300776.SZ	2017.0	5.0	3.09
福州市一建建设股份有限公司	000710.SZ	2019.0	2.0	11.85
空中客车直升机公司	000099.SZ	2018.0	1.0	16.92
空中客车直升机公司	000099.SZ	2019.0	1.0	18.86
空中客车直升机公司	000099.SZ	2017.0	5.0	3.93
苏州日月新	300782.SZ	2017.0	1.0	37.2
苏州日月新	300782.SZ	2018.0	2.0	23.21
辽宁省电力有限公司铁岭供电公司开发区分公司	000809.SZ	2017.0	1.0	50.97
辽宁省电力有限公司铁岭供电公司开发区分公司	000809.SZ	2018.0	1.0	45
辽宁省电力有限公司铁岭供电公司开发区分公司	000809.SZ	2019.0	1.0	26.26
郑州市东盛金属材料有限公司	002423.SZ	2017.0	5.0	4.22
郑州市东盛金属材料有限公司	002423.SZ	2018.0	5.0	4.22
锡林郭勒盟双源有色金属冶炼有限公司	000603.SZ	2017.0	1.0	13.27
阜阳市星鸿工程机械租赁有限公司	300388.SZ	2019.0	5.0	1.77
韩城市中信化工有限公司	600123.SH	2019.0	4.0	2.6
高力燃气有限公司	300008.SZ	2019.0	4.0	3.18
