mc	gpdm	bgnd	order	bl
Gamesamba Limited	002425.SZ	2017.0	2.0	8.2
七台河市双兴清洁煤有限责任公司	600864.SH	2017.0	3.0	""
上海远驭信息技术有限公司	603189.SH	2018.0	1.0	24.41
中国建筑第二工程局有限公司	003816.SZ	2018.0	3.0	3.81
中国建筑第二工程局有限公司	000667.SZ	2019.0	4.0	2.73
中国建筑第二工程局有限公司	000679.SZ	2017.0	1.0	12.45
中国建筑第二工程局有限公司	000679.SZ	2018.0	1.0	4.06
中国建筑第二工程局有限公司	000006.SZ	2017.0	1.0	9.76
中国建筑第二工程局有限公司	000006.SZ	2018.0	1.0	11.36
中国建筑第二工程局有限公司	000537.SZ	2017.0	2.0	10.28
中国建筑第二工程局有限公司	000537.SZ	2018.0	3.0	6.27
中国建筑第二工程局有限公司	600733.SH	2017.0	1.0	""
中煤京闽(莆田)工贸有限公司	600886.SH	2019.0	1.0	12
中煤京闽(莆田)工贸有限公司	600886.SH	2018.0	5.0	6.3
何硕(沈阳)精密机械有限公司	000410.SZ	2018.0	5.0	2.13
北京中科联教科技有限公司	603927.SH	2017.0	3.0	1.71
北京博阳信通科技有限公司	300766.SZ	2018.0	3.0	7.06
南京市秦淮区茉萍建材经营部	688066.SH	2017.0	5.0	3.04
卧龙电气南阳防爆集团股份有限公司	300091.SZ	2019.0	3.0	2.15
卧龙电气南阳防爆集团股份有限公司	000811.SZ	2018.0	4.0	1.12
卧龙电气南阳防爆集团股份有限公司	002598.SZ	2017.0	2.0	4.49
卧龙电气南阳防爆集团股份有限公司	002598.SZ	2019.0	2.0	4.25
卧龙电气南阳防爆集团股份有限公司	002598.SZ	2018.0	3.0	3.85
厦门亿力吉奥信息科技有限公司	002368.SZ	2017.0	5.0	1.76
厦门恒日贸易有限公司	600870.SH	2017.0	3.0	0.49
国药控股广东恒兴有限公司	002433.SZ	2018.0	2.0	6.01
国药控股广东恒兴有限公司	002433.SZ	2019.0	2.0	6.98
国药控股广东恒兴有限公司	002433.SZ	2017.0	3.0	4.21
天津衡信科技发展有限公司	002359.SZ	2019.0	1.0	23.07
客商 2	600491.SH	2017.0	2.0	2.29
山东凤祥实业有限公司	603697.SH	2017.0	5.0	4.46
山东凤祥实业有限公司	603697.SH	2018.0	5.0	5.95
常州同泰高导铜线有限公司	002471.SZ	2017.0	4.0	3.77
常州市中环电器有限公司	300827.SZ	2017.0	4.0	3.77
常州市中环电器有限公司	300827.SZ	2019.0	4.0	3.62
成都若克科技有限公司	688033.SH	2018.0	4.0	14.5
新一代专网通信技术有限公司	002089.SZ	2017.0	4.0	8.38
昆山特佳金属材料有限公司	688006.SH	2017.0	5.0	4.09
江苏大志国际贸易有限公司	002667.SZ	2019.0	2.0	5.27
沙洋县纪山镇四方花卉苗木专业合作社	002059.SZ	2017.0	4.0	1.26
沭阳鑫达新材料有限公司	300160.SZ	2017.0	3.0	8.4
沭阳鑫达新材料有限公司	300160.SZ	2018.0	4.0	6.13
沭阳鑫达新材料有限公司	300160.SZ	2019.0	4.0	2.84
海安腾飞	688186.SH	2018.0	2.0	8.09
海安腾飞	688186.SH	2017.0	3.0	7.82
深圳市睿盈电子科技有限公司	300397.SZ	2017.0	5.0	3.34
石家庄市泰和化工有限公司	300765.SZ	2018.0	4.0	5.73
石家庄市泰和化工有限公司	300765.SZ	2017.0	5.0	5.3
福建省青山纸业股份有限公司	002172.SZ	2017.0	2.0	6.31
罗杰斯	002947.SZ	2017.0	5.0	4.89
苏州普洛泰科精密工业有限公司	688001.SH	2017.0	3.0	9.73
赤壁市优尼起重机电设备有限公司	300771.SZ	2018.0	2.0	10.26
赤壁市优尼起重机电设备有限公司	300771.SZ	2017.0	3.0	7.06
阜新矿业集团煤炭销售有限公司	000875.SZ	2017.0	4.0	5.56
阜新矿业集团煤炭销售有限公司	000875.SZ	2018.0	5.0	3.29
