mc	gpdm	bgnd	order	bl
BAC 大连有限公司	000530.SZ	2017.0	4.0	2.39
V@M Dentschland Gmbh	601226.SH	2017.0	4.0	2.66
上海枣矿新能源有限公司	002941.SZ	2018.0	3.0	1.89
上海煜驰进出口有限公司	603867.SH	2018.0	4.0	3.05
东港市铸钢厂有限公司(GY)	000923.SZ	2018.0	4.0	0.87
亚泰集团哈尔滨水泥(阿城)有限公司	600864.SH	2019.0	3.0	10.73
企业L	601606.SH	2017.0	1.0	21.24
南通九港通机械科技有限公司	300091.SZ	2019.0	4.0	1.8
南通华新建工集团有限公司	000035.SZ	2017.0	5.0	2.17
吴江赴东舜星合成纤维有限公司	603332.SH	2017.0	2.0	14.16
四川金特矿冶有限公司	300091.SZ	2018.0	1.0	14.6
大理中石油昆仑燃气有限公司	603963.SH	2018.0	2.0	9.32
大理中石油昆仑燃气有限公司	603963.SH	2019.0	3.0	4.78
天津银龙预应力材料股份有限公司	002457.SZ	2017.0	5.0	3.27
天津银龙预应力材料股份有限公司	603616.SH	2018.0	4.0	""
太和县合顺粮食购销有限公司	000799.SZ	2017.0	5.0	3.66
宁夏天元锰业有限公司	002125.SZ	2017.0	5.0	2.7
宁波启明信息科技有限公司	300076.SZ	2017.0	5.0	3.66
宁波启明信息科技有限公司	300076.SZ	2018.0	5.0	3.2
宁波宁东混凝土有限公司	002586.SZ	2018.0	5.0	0.5
安迈铝业(青岛)有限公司	002225.SZ	2017.0	1.0	2.86
安迈铝业(青岛)有限公司	002225.SZ	2018.0	4.0	1.93
安迈铝业(青岛)有限公司	002225.SZ	2019.0	4.0	1.92
扬州大江港航工程有限公司	300284.SZ	2018.0	3.0	3.84
捷克佩卓夫钢琴制造有限公司	300329.SZ	2018.0	3.0	6.03
捷克佩卓夫钢琴制造有限公司	300329.SZ	2019.0	3.0	5.52
昆山市宏展拓自动化设备有限公司	300836.SZ	2019.0	5.0	3.73
有限会社折原制作所(ORIHARA INDUSTRIAL CO.,LTD.)	002388.SZ	2017.0	2.0	1.88
江阴泰富兴澄特种材料有限公司	000559.SZ	2017.0	1.0	5.7
泰兴锦云染料有限公司	603790.SH	2017.0	2.0	7.23
派格贸易	002953.SZ	2017.0	5.0	2.14
浙江元通	603995.SH	2017.0	4.0	8
浙江元通	603995.SH	2018.0	5.0	5.01
浙江欧美环境工程有限公司	300172.SZ	2017.0	3.0	2.02
浙江欧美环境工程有限公司	300172.SZ	2019.0	3.0	1.33
淮南矿业(集团)有限责任公司	002691.SZ	2018.0	2.0	4.78
淮南矿业(集团)有限责任公司	002691.SZ	2019.0	3.0	2.69
淮南矿业(集团)有限责任公司	000930.SZ	2017.0	3.0	2.85
淮南矿业(集团)有限责任公司	000930.SZ	2018.0	5.0	1.13
淮南矿业(集团)有限责任公司	600575.SH	2018.0	1.0	""
淮南矿业(集团)有限责任公司	600575.SH	2019.0	1.0	""
深圳市水务集团有限公司	000007.SZ	2018.0	4.0	3.9
深圳市水务集团有限公司	000007.SZ	2019.0	5.0	2.51
深圳市精上精工科技有限公司	300397.SZ	2018.0	4.0	4.49
湖北省电力勘测设计院	000883.SZ	2017.0	4.0	8.62
石河子市泰安建筑工程有限公司	002140.SZ	2019.0	3.0	3.71
石河子市泰安建筑工程有限公司	002140.SZ	2018.0	5.0	3.58
福建省三安机电工程有限公司	300712.SZ	2017.0	4.0	6.53
苏州雄运金属制品有限公司	002976.SZ	2018.0	3.0	3.33
郯城众一科环化工有限公司	300801.SZ	2017.0	4.0	4.34
靖西县水利电业有限公司	002125.SZ	2017.0	2.0	5.32
鞍山新兴达矿物质有限公司	000688.SZ	2018.0	1.0	7.58
高化学株式会社                            1	688138.SH	2017.0	4.0	3.82
