mc	gpdm	bgnd	order	bl
Marine Commerce Private Limited	300008.SZ	2017.0	1.0	14.53
e	000953.SZ	2019.0	5.0	1.3
上海九山电子科技有限公司	300807.SZ	2018.0	3.0	3.85
上海华绳钢绳有限公司	002040.SZ	2019.0	2.0	4.6
上海辰渝智能科技发展有限公司	300837.SZ	2019.0	3.0	5.57
东阳市通诚磁材有限公司	000795.SZ	2017.0	4.0	2.96
东阳市通诚磁材有限公司	000795.SZ	2018.0	4.0	2.69
中国化学*******有限公司	300152.SZ	2018.0	3.0	3.53
中铁电气化局集团	601816.SH	2018.0	4.0	1.2
中铁电气化局集团	601816.SH	2017.0	5.0	1.34
企业I	300722.SZ	2017.0	2.0	10.91
企业I	300722.SZ	2019.0	2.0	9.64
企业I	300722.SZ	2018.0	3.0	9.63
华为软件技术有限公司	002127.SZ	2018.0	4.0	3.83
华为软件技术有限公司	002127.SZ	2019.0	4.0	3.01
华为软件技术有限公司	002261.SZ	2019.0	1.0	13.4
台州市黄岩坤泰模具有限公司	600854.SH	2017.0	3.0	0.75
台州市黄岩坤泰模具有限公司	600854.SH	2018.0	5.0	0.38
品牌1	002024.SZ	2017.0	1.0	19.09
品牌1	002024.SZ	2019.0	1.0	11.83
壳牌石油	000502.SZ	2018.0	3.0	16.16
天弘化学	000554.SZ	2017.0	4.0	7.08
宜宾华忠建设工程有限责任有限公司	000005.SZ	2017.0	3.0	6.09
宝鸡永光线缆有限公司	300489.SZ	2019.0	3.0	4.76
客商二	600491.SH	2018.0	2.0	2.15
常州奥埠贸易有限公司	000851.SZ	2017.0	1.0	13.98
常州奥埠贸易有限公司	000851.SZ	2019.0	2.0	10.62
常州市长江热能有限公司	300777.SZ	2018.0	4.0	8.51
常州市长江热能有限公司	300777.SZ	2017.0	5.0	9.92
广东电网公司肇庆供电局	600866.SH	2018.0	1.0	13.31
广东电网公司肇庆供电局	600866.SH	2019.0	1.0	12.57
惠州市三立诚科技有限公司	002983.SZ	2019.0	1.0	11.72
昆山信昌电线电缆有限公司	300802.SZ	2017.0	1.0	5.33
昆山信昌电线电缆有限公司	300802.SZ	2018.0	1.0	4.76
杭州熠锋贸易有限公司	002122.SZ	2019.0	5.0	2.71
武汉运盛商贸有限公司	002659.SZ	2017.0	3.0	6.73
浙江大华科技有限公司	688258.SH	2017.0	1.0	10.71
浙江大华科技有限公司	002622.SZ	2019.0	3.0	7.3
海盐县国土资源局	000517.SZ	2017.0	5.0	4.94
湖南广湖矿产资源供应链有限公司	002716.SZ	2019.0	1.0	16.25
航油 1	600115.SH	2017.0	1.0	9.14
航油 1	600115.SH	2018.0	1.0	18.22
航油 1	600221.SH	2018.0	1.0	21.93
航油 1	600221.SH	2019.0	1.0	19.17
赤峰山金银铅有限公司	600988.SH	2018.0	4.0	""
银杏树药业(苏州)有限公司	688505.SH	2018.0	5.0	3.9
阜新鸿盛钢材销售有限公司	000585.SZ	2017.0	5.0	2.99
阜新鸿盛钢材销售有限公司	000585.SZ	2018.0	5.0	2.69
黄陵联盛通运输有限公司	002259.SZ	2017.0	4.0	0.56
