mc	gpdm	bgnd	order	bl
Bugabu Korea	002612.SZ	2017.0	5.0	1.84
FEI香港有限公司	300165.SZ	2018.0	2.0	7.55
LCTech    GmbH	300165.SZ	2018.0	5.0	3.35
T	601231.SH	2018.0	5.0	3.71
上海奥泰克国际贸易有限公司	603786.SH	2018.0	4.0	7.89
上海安义生化实业有限公司	000004.SZ	2018.0	2.0	13.35
上海安义生化实业有限公司	000004.SZ	2017.0	3.0	6.16
上海希宝实业有限公司	000509.SZ	2017.0	3.0	8.27
上海水木清圆影视文化发展有限公司	300528.SZ	2019.0	5.0	2.6
上海马陆日用友捷汽车电气有限公司	600151.SH	2018.0	3.0	""
上海马陆日用友捷汽车电气有限公司	600151.SH	2017.0	5.0	""
中建一局一公司	002077.SZ	2017.0	1.0	20.67
中影数字电影发展(北京)有限公司	002905.SZ	2017.0	2.0	32.54
中影数字电影发展(北京)有限公司	300528.SZ	2017.0	2.0	36.22
中影数字电影发展(北京)有限公司	300528.SZ	2018.0	2.0	29.47
中影数字电影发展(北京)有限公司	300528.SZ	2019.0	2.0	23.01
中石化炼油销售荆门有限公司	000627.SZ	2017.0	1.0	14.08
中石化炼油销售荆门有限公司	000627.SZ	2018.0	2.0	9.93
云南铜业股份有限公司	300120.SZ	2018.0	3.0	6.08
兰州颐和商贸有限公司	000791.SZ	2018.0	5.0	3.54
力维兴电子(深圳)有限公司	300745.SZ	2017.0	3.0	5.38
北京洁绿科技发展有限公司	601330.SH	2017.0	3.0	4.35
北京申云科技有限公司	688369.SH	2018.0	5.0	2.98
四川华安劳务有限公司	000586.SZ	2018.0	1.0	6.71
四川司马纯泉酒业有限公司	000995.SZ	2017.0	2.0	15.44
如皋市林梓化工机械厂	300280.SZ	2018.0	5.0	3.44
宁波正力药品包装有限公司	300841.SZ	2017.0	5.0	5
宁波正力药品包装有限公司	300841.SZ	2019.0	5.0	5.45
安徽盛世欣兴格力贸易有限公司	000417.SZ	2017.0	1.0	2.37
安徽盛世欣兴格力贸易有限公司	000417.SZ	2018.0	1.0	2.3
安徽盛世欣兴格力贸易有限公司	000417.SZ	2019.0	4.0	1.58
富士施乐实业发展(中国)有限公司	002153.SZ	2017.0	2.0	15.23
富士施乐实业发展(中国)有限公司	002153.SZ	2018.0	3.0	9.28
富士施乐实业发展(中国)有限公司	002153.SZ	2019.0	3.0	5.04
山东天力药业有限公司	000597.SZ	2017.0	4.0	2.23
山东正元矿业有限公司	000655.SZ	2018.0	4.0	2.86
山东齐鲁石化建设有限公司	002469.SZ	2017.0	3.0	4.53
川崎(重庆)机器人工程有限公司	688090.SH	2018.0	5.0	""
常州世金电子科技有限公司	300029.SZ	2019.0	3.0	3.32
广州铭禄箱包有限公司	002878.SZ	2017.0	2.0	2.86
德安宝成氟化有限公司	603773.SH	2017.0	2.0	7.5
明治制果药业株式会社	688505.SH	2019.0	1.0	12.02
明石电力科技有限公司	002305.SZ	2018.0	4.0	1
杭州希贤科技有限公司	300248.SZ	2017.0	2.0	1.9
武汉申通快递有限责任公司	002468.SZ	2017.0	4.0	1.43
江苏宇乾贸易有限公司	002659.SZ	2017.0	1.0	25.4
江苏康宏金属软管有限公司	688029.SH	2017.0	1.0	21.47
江苏康宏金属软管有限公司	688029.SH	2018.0	1.0	19.92
江西省华驰金属材料有限公司	300095.SZ	2017.0	5.0	1.77
沃尔沃汽车(亚太)投资控股有限公司	600386.SH	2017.0	1.0	26.97
沃尔沃汽车(亚太)投资控股有限公司	600386.SH	2018.0	1.0	27.18
沃尔沃汽车(亚太)投资控股有限公司	600386.SH	2019.0	1.0	22.06
河北华荣制药有限公司	000518.SZ	2017.0	3.0	7.1
河南民基建设工程有限公司	688101.SH	2017.0	2.0	4.27
河南海王医药集团有限公司	000078.SZ	2018.0	5.0	0.77
泉州市协胜工程建设有限公司	300712.SZ	2018.0	1.0	10.52
泉州市协胜工程建设有限公司	300712.SZ	2017.0	3.0	8.51
法人3	300457.SZ	2017.0	3.0	2.3
法人3	300457.SZ	2018.0	3.0	4.42
法人3	300457.SZ	2019.0	3.0	4.33
法人3	002186.SZ	2018.0	3.0	2.82
法人3	002186.SZ	2019.0	3.0	1.97
法人3	000918.SZ	2017.0	3.0	2.59
海尔数字科技(青岛)有限公司	002602.SZ	2018.0	5.0	1.46
深圳市鼎芯无限科技有限公司	002857.SZ	2019.0	4.0	2.47
深圳市鼎芯无限科技有限公司	002857.SZ	2018.0	5.0	1.98
湖南九典制药股份有限公司	603998.SH	2018.0	5.0	4.57
湖南新中制药机械股份有限公司	300216.SZ	2017.0	5.0	2.51
潍坊盛泰药业有限公司	002422.SZ	2017.0	5.0	1.97
英特硅科技(深圳)有限公司	002912.SZ	2017.0	2.0	10
西安陕鼓动力股份有限公司	002267.SZ	2017.0	3.0	0.95
赣州晨光稀土新材料股份有限公司	300748.SZ	2017.0	1.0	31.56
重庆市鑫忠建筑劳务有限责任公司	600939.SH	2019.0	5.0	0.84
香港泰科源实业有限公司	000977.SZ	2019.0	3.0	5.39
马鞍山市玉鹰实业有限责任公司	002066.SZ	2019.0	4.0	1.81
