mc	gpdm	bgnd	order	bl
a	600448.SH	2017.0	1.0	""
Bombardier Inc	002928.SZ	2017.0	3.0	3.47
上海大沛实业有限公司	300805.SZ	2017.0	5.0	1.87
上海康瑞医疗信息科技有限公司	000622.SZ	2019.0	5.0	2.96
中化工(新加坡)有限公司	000698.SZ	2017.0	2.0	6.96
中山全系照明有限公司	000065.SZ	2019.0	3.0	4.06
中环寰慧(博爱)节能热力有限公司	300109.SZ	2018.0	5.0	9.8
中粮集团	603755.SH	2018.0	1.0	6.14
中粮集团	603755.SH	2017.0	3.0	3.59
北京华三通信技术有限公司	600446.SH	2018.0	4.0	""
北京华业寰宇化工有限公司	000820.SZ	2018.0	3.0	0.58
北京汽车集团有限公司越野车分公司	300825.SZ	2017.0	1.0	11.96
华夏电影发行有限责任公司	002905.SZ	2017.0	1.0	36.41
华夏电影发行有限责任公司	300528.SZ	2017.0	1.0	42.76
华夏电影发行有限责任公司	300528.SZ	2018.0	1.0	47.8
华夏电影发行有限责任公司	300528.SZ	2019.0	1.0	45.03
天津家顺物业管理有限公司	000608.SZ	2019.0	5.0	1.92
安徽楚江高新电材有限公司	002471.SZ	2019.0	4.0	4.47
安徽楚江高新电材有限公司	002471.SZ	2018.0	5.0	5.09
山东海跃	000554.SZ	2017.0	1.0	29.68
山东海跃	000554.SZ	2018.0	1.0	22.64
广西赛图信息科技有限公司	002465.SZ	2019.0	3.0	2.5
广西赛图信息科技有限公司	002465.SZ	2018.0	4.0	2.05
恒天中岩投资管理有限公司	300023.SZ	2017.0	2.0	16.8
恒天中岩投资管理有限公司	300023.SZ	2019.0	3.0	5.18
恒天中岩投资管理有限公司	000890.SZ	2018.0	4.0	6.38
悦康药业集团有限公司	600851.SH	2017.0	1.0	3.36
戴纬林国际贸易(上海)有限公司	688089.SH	2017.0	2.0	9.7
戴纬林国际贸易(上海)有限公司	688089.SH	2018.0	2.0	9.97
新疆八一钢铁股份有限公司	600558.SH	2017.0	4.0	4.61
普天国际贸易有限公司	000751.SZ	2019.0	5.0	6.02
杭州大豫金属制品有限公司	300813.SZ	2018.0	5.0	2.62
杭州大豫金属制品有限公司	300813.SZ	2019.0	5.0	2.24
杭州美健建筑劳务有限公司	603815.SH	2018.0	1.0	3.8
核工业金华建设工程公司	600678.SH	2017.0	2.0	13.77
江苏万恒能源有限公司	600575.SH	2018.0	3.0	""
江苏钢小二科技有限公司	300280.SZ	2018.0	4.0	4.04
河南巨擘餐饮管理有限公司	002306.SZ	2018.0	3.0	8.08
浙江高新建设有限公司(总包工程)	000558.SZ	2019.0	3.0	1.99
淮安恒春贸易商行	300326.SZ	2019.0	3.0	9.56
深圳中观经济咨询有限公司	300778.SZ	2017.0	3.0	""
深圳市环亮环境工程有限公司	000011.SZ	2017.0	3.0	3.99
湖南元富科技发展有限公司	300338.SZ	2018.0	3.0	3.7
石家庄市鹿泉区信实金属回收有限公司	002691.SZ	2018.0	5.0	3.03
福建圣农发展股份有限公司	603697.SH	2018.0	2.0	9.13
绍兴市敏中五金厂	603095.SH	2018.0	1.0	3.42
绍兴市敏中五金厂	603095.SH	2017.0	2.0	3.45
绍兴市敏中五金厂	603095.SH	2019.0	2.0	3.18
谢正义	688196.SH	2019.0	3.0	3.61
贰陆激光	688025.SH	2018.0	3.0	6.61
贰陆激光	688025.SH	2017.0	5.0	4.65
长沙中联重科环境产业有限公司	002973.SZ	2018.0	3.0	5.29
长沙中联重科环境产业有限公司	002973.SZ	2017.0	4.0	3.09
长沙中联重科环境产业有限公司	300815.SZ	2017.0	1.0	10.01
长沙中联重科环境产业有限公司	300815.SZ	2018.0	3.0	5.64
防城港务集团有限公司	000582.SZ	2018.0	1.0	4.39
防城港务集团有限公司	000582.SZ	2017.0	2.0	4.31
防城港务集团有限公司	000582.SZ	2019.0	3.0	4.86
首钢智新迁安电磁材料有限公司	000533.SZ	2019.0	1.0	8.82
黄石新洪旺汽车运输有限公司	000088.SZ	2017.0	1.0	33.11
黄石新洪旺汽车运输有限公司	000088.SZ	2018.0	1.0	15.55
黄石新洪旺汽车运输有限公司	000088.SZ	2019.0	1.0	21.09
