mc	gpdm	bgnd	order	bl
ASL Aviation Holdings DAC	002520.SZ	2018.0	1.0	7.99
SMC(中国)有限公司上海分公司	688006.SH	2017.0	3.0	4.88
SMC(中国)有限公司上海分公司	688218.SH	2017.0	2.0	4.35
SMC(中国)有限公司上海分公司	688218.SH	2018.0	2.0	3.45
SMC(中国)有限公司上海分公司	300461.SZ	2019.0	5.0	3.24
SMC(中国)有限公司上海分公司	300838.SZ	2018.0	1.0	3.53
SMC(中国)有限公司上海分公司	300838.SZ	2019.0	3.0	2.77
SMC(中国)有限公司上海分公司	300838.SZ	2017.0	5.0	3.01
上海**事务所	300380.SZ	2018.0	1.0	27.92
上海乔南生泰科学仪器有限公司	000518.SZ	2018.0	3.0	9.69
上海璟宜机电科技有限公司	688028.SH	2017.0	5.0	3.88
东北(辽宁)贵金属有限公司	000633.SZ	2018.0	3.0	3.3
中山市逸家安防科技有限公司	300749.SZ	2018.0	2.0	3.49
中山市逸家安防科技有限公司	300749.SZ	2017.0	3.0	4.41
中建一局钢结构工程有限公司	000668.SZ	2019.0	4.0	4.93
丰益油脂科技有限公司	603351.SH	2017.0	4.0	5.28
佛山市祥盈盛金属实业有限公司	002882.SZ	2017.0	5.0	1.06
其他 1	600221.SH	2019.0	4.0	2.22
其他 1	600221.SH	2018.0	5.0	1.93
北京易车互动广告有限公司上海分公司	300071.SZ	2017.0	4.0	3.21
北京长得瑞华电子技术有限公司	300377.SZ	2018.0	2.0	7.55
北京长得瑞华电子技术有限公司	300377.SZ	2019.0	2.0	8.54
北京长得瑞华电子技术有限公司	300377.SZ	2017.0	4.0	7.98
南京宽慧无线网络通信有限公司	300762.SZ	2017.0	2.0	9.57
大同煤矿集团轩岗煤电有限责任公司	000958.SZ	2017.0	3.0	6.53
大石桥临峰耐火材料有限公司	002225.SZ	2017.0	4.0	2.25
安阳钢铁股份有限公司	601666.SH	2017.0	3.0	0.4
安阳钢铁股份有限公司	601666.SH	2018.0	4.0	0.88
安阳钢铁股份有限公司	300527.SZ	2018.0	5.0	2.66
安阳钢铁股份有限公司	300569.SZ	2018.0	2.0	6.76
安阳钢铁股份有限公司	300569.SZ	2017.0	3.0	6.67
山东济宁如意毛纺织股份有限公司	002687.SZ	2018.0	3.0	4.52
山东鲁发药业投资有限公司	603739.SH	2017.0	1.0	3.38
广州市银狐网络有限公司	688039.SH	2018.0	5.0	4.93
广州市锐霖电气机械有限公司	688086.SH	2018.0	1.0	15.07
广州立心家具有限公司	603983.SH	2017.0	5.0	3.84
广西北港物流有限公司	000582.SZ	2018.0	5.0	1.22
广西北港物流有限公司	000582.SZ	2019.0	5.0	1.44
成都富鸿森家居用品有限公司	300749.SZ	2017.0	5.0	3.44
无锡华美钢材加工有限公司	002508.SZ	2018.0	4.0	3.69
无锡华美钢材加工有限公司	002508.SZ	2017.0	5.0	3.68
昆山伟视光学有限公司	002955.SZ	2017.0	2.0	10.75
泉州市城乡规划局洛江分局	000897.SZ	2018.0	3.0	2.44
淄博市临淄东晖化工有限公司	603217.SH	2018.0	3.0	5.97
淄博市临淄东晖化工有限公司	603217.SH	2017.0	5.0	4.28
石家庄拓达商贸有限公司	002691.SZ	2017.0	3.0	4.25
第五	300280.SZ	2019.0	5.0	4.63
第五	000623.SZ	2017.0	5.0	2.19
第五	000623.SZ	2018.0	5.0	3.02
第五	000623.SZ	2019.0	5.0	2.12
第五	300604.SZ	2017.0	5.0	4.35
第五	002619.SZ	2017.0	5.0	4.55
第五	002619.SZ	2018.0	5.0	4.61
第五	300549.SZ	2017.0	5.0	0.76
第五	300549.SZ	2018.0	5.0	1.3
第五	000711.SZ	2018.0	5.0	1.83
第五	000711.SZ	2019.0	5.0	1.78
第五	002027.SZ	2018.0	5.0	1.69
第五	688128.SH	2019.0	5.0	1.89
第五	002029.SZ	2017.0	5.0	2.51
第五	002029.SZ	2018.0	5.0	2.21
第五	002029.SZ	2019.0	5.0	2.04
第五	002762.SZ	2017.0	5.0	4.14
第五	002762.SZ	2018.0	5.0	4.44
第五	002762.SZ	2019.0	5.0	3.38
网思科技有限公司	688058.SH	2018.0	2.0	""
苏州华兴源创科技股份有限公司	688312.SH	2017.0	1.0	9.52
营口京通商贸有限公司	002469.SZ	2018.0	4.0	3.55
襄阳刚玉砂轮有限公司	000678.SZ	2017.0	5.0	3.17
长沙育鹏农产品贸易有限公司	000548.SZ	2017.0	1.0	10.67
长沙育鹏农产品贸易有限公司	000548.SZ	2019.0	1.0	11.59
