mc	gpdm	bgnd	order	bl
AGY HOLDING CORP.	603256.SH	2017.0	3.0	15.03
Iluka Resource Limited	002167.SZ	2017.0	1.0	22.83
Sojitz Corporation	603650.SH	2017.0	3.0	7.51
WELL Technologies Co.,Limited	002077.SZ	2017.0	2.0	18.83
WELL Technologies Co.,Limited	002077.SZ	2018.0	4.0	2.72
三十	000802.SZ	2019.0	4.0	4.71
上海滋沪实业有限公司	688086.SH	2018.0	2.0	7.95
上海马强物资有限公司	603121.SH	2017.0	5.0	4.32
东风悦达起亚汽车有限公司销售分公司	000996.SZ	2018.0	1.0	94.36
东风悦达起亚汽车有限公司销售分公司	000996.SZ	2019.0	1.0	92.33
中国巨石股份有限公司	603530.SH	2017.0	2.0	10.03
中国巨石股份有限公司	603530.SH	2018.0	2.0	7.82
中国第一汽车股份有限公司天津乘用车动力总成分公司	000927.SZ	2018.0	1.0	15.2
中国航空油料集团有限公司	000099.SZ	2018.0	2.0	9.79
中国航空油料集团有限公司	000099.SZ	2017.0	3.0	8.04
中国航空油料集团有限公司	000099.SZ	2019.0	3.0	9.81
中盐昆山有限公司	300459.SZ	2017.0	1.0	8.27
中铝中州铝业有限公司	000612.SZ	2017.0	2.0	28.19
中铝中州铝业有限公司	000612.SZ	2018.0	2.0	26.89
中铝中州铝业有限公司	000612.SZ	2019.0	2.0	31.37
云南天章经贸有限公司	000061.SZ	2019.0	1.0	3.34
传特板式换热器(北京)有限公司	300786.SZ	2017.0	5.0	3.17
传特板式换热器(北京)有限公司	300786.SZ	2018.0	5.0	2.78
北京红太阳药业有限公司	000597.SZ	2017.0	1.0	4.76
北京红太阳药业有限公司	000597.SZ	2018.0	1.0	2.56
南通市九洲石油化工有限公司	603353.SH	2017.0	5.0	5.78
唐山泓燕建材有限公司	000931.SZ	2019.0	2.0	2.06
四川伊诺达博医药科技有限公司	688321.SH	2018.0	1.0	35.21
天津市浩通物产有限公司及下的其他企业	601609.SH	2017.0	2.0	5.46
巴州鸿泰棉业有限公司	002087.SZ	2018.0	4.0	5.66
巴州鸿泰棉业有限公司	002087.SZ	2017.0	5.0	4.77
常州液压成套设备厂有限公司	002060.SZ	2017.0	4.0	2.22
广西柳州发电有限责任公司	600423.SH	2017.0	2.0	""
广西柳州发电有限责任公司	600423.SH	2018.0	5.0	64.03
成都格兰西亚置业有限公司	300434.SZ	2017.0	1.0	7.9
新奥能源	688106.SH	2017.0	1.0	7.37
新奥能源	688106.SH	2018.0	1.0	8.58
新奥能源	688106.SH	2019.0	2.0	5.73
日月光封装测试(上海)有限公司	688099.SH	2017.0	4.0	0.12
明华能源集团有限公司	600886.SH	2017.0	5.0	2.62
枞阳县其林王氏苗木有限公司	000010.SZ	2018.0	4.0	3.37
格兰富	603956.SH	2017.0	1.0	17.22
江苏宏宝锻造有限公司	002265.SZ	2017.0	1.0	12.26
江西恒时生物科技有限公司	300381.SZ	2017.0	1.0	5.91
浙江圣复源信息科技有限公司	688298.SH	2018.0	2.0	6.54
深圳易才人力资源顾问有限公司	001914.SZ	2018.0	3.0	2.04
湖北亚太欧光电子系统工程有限公司	300070.SZ	2018.0	5.0	0.92
神华运销大雁能源销售有限公司	600864.SH	2018.0	4.0	6.37
神华销售集团有限公司华中分公司	000899.SZ	2017.0	1.0	28.42
神华销售集团有限公司华中分公司	000899.SZ	2018.0	1.0	23.2
神华销售集团有限公司华中分公司	000899.SZ	2019.0	1.0	19.32
神华销售集团有限公司华中分公司	600397.SH	2017.0	1.0	38.05
神华销售集团有限公司华中分公司	600397.SH	2018.0	2.0	12
神华销售集团有限公司华中分公司	600397.SH	2019.0	5.0	4.45
神华销售集团有限公司华中分公司	000789.SZ	2017.0	2.0	7.94
神华销售集团有限公司华中分公司	000789.SZ	2018.0	4.0	2.62
秦皇岛方华埃西姆机械有限公司	002662.SZ	2017.0	2.0	3.3
秦皇岛方华埃西姆机械有限公司	002662.SZ	2018.0	2.0	3.44
苏州奇杰自动化设备有限公司	688022.SH	2018.0	3.0	3.85
荏原冷热系统(中国)有限公司	000811.SZ	2017.0	1.0	4.78
荏原冷热系统(中国)有限公司	000811.SZ	2018.0	1.0	2.92
葫芦岛盈瑞粮油有限公司	002059.SZ	2018.0	4.0	1.24
郑州一建集团有限公司民权分公司	000544.SZ	2019.0	1.0	10.76
采购商5	300267.SZ	2018.0	5.0	2.68
银川电气配套设备制造有限公司	000806.SZ	2017.0	4.0	3.72
