mc	gpdm	bgnd	order	bl
B4	000963.SZ	2017.0	4.0	1.31
B4	000963.SZ	2018.0	4.0	1.22
B4	600438.SH	2017.0	4.0	3.98
CPS株式会社	688588.SH	2019.0	2.0	8.77
SKC	603212.SH	2017.0	4.0	7.82
上海积高国际贸易有限公司	600575.SH	2019.0	4.0	""
上海都市绿色工程有限公司	002200.SZ	2017.0	1.0	10.51
世泰科江钨特种钨(赣州)有限公司	000657.SZ	2018.0	5.0	1.34
东北制药集团股份有限公司	002693.SZ	2017.0	2.0	2.82
东北制药集团股份有限公司	002693.SZ	2018.0	2.0	4.92
东软睿驰汽车技术(沈阳)有限公司	300825.SZ	2019.0	3.0	7.25
中国石油天然气股份有限公司大庆石化分公司	000985.SZ	2019.0	1.0	96.38
中建海峡建设发展有限公司	600094.SH	2017.0	2.0	""
中建海峡建设发展有限公司	600094.SH	2018.0	2.0	""
云南润嘉药业有限公司	603998.SH	2019.0	1.0	10.29
云南润嘉药业有限公司	603998.SH	2017.0	2.0	10.07
云南润嘉药业有限公司	603998.SH	2018.0	3.0	6.64
云南金浔电子商务股份有限公司	002114.SZ	2017.0	5.0	4.36
兴农药业(中国)有限公司	300637.SZ	2017.0	1.0	8.45
兴农药业(中国)有限公司	300637.SZ	2018.0	1.0	6.43
华为技术有限公司	300674.SZ	2017.0	1.0	46.75
华为技术有限公司	000158.SZ	2018.0	1.0	21.31
华为技术有限公司	000158.SZ	2019.0	1.0	16.23
华为技术有限公司	000158.SZ	2017.0	2.0	14.65
华为技术有限公司	300282.SZ	2019.0	1.0	8.04
华为技术有限公司	002368.SZ	2018.0	1.0	11.61
华为技术有限公司	002368.SZ	2019.0	1.0	7.8
华为技术有限公司	002368.SZ	2017.0	2.0	10.65
华润微电子(重庆)有限公司	300373.SZ	2018.0	3.0	5.49
南京永达户外传媒有限公司	300434.SZ	2019.0	3.0	3.43
嘉兴悦染化工有限公司	603790.SH	2017.0	3.0	6.67
国网宁夏电力有限公司石嘴山供电公司	000635.SZ	2017.0	1.0	8.94
国网宁夏电力有限公司石嘴山供电公司	000635.SZ	2018.0	1.0	12.61
国网宁夏电力有限公司石嘴山供电公司	000635.SZ	2019.0	1.0	10.73
宁波兰晶石化有限公司(合并,包括宁波联合燕华化工股份有限公司)	300796.SZ	2017.0	2.0	7.85
宁波兰晶石化有限公司(合并,包括宁波联合燕华化工股份有限公司)	300796.SZ	2018.0	2.0	9.66
山东寿光鲁清石化有限公司	000554.SZ	2019.0	4.0	8.43
山大地纬软件股份有限公司	300277.SZ	2018.0	2.0	11.31
广东电网有限责任公司惠州供电局	300811.SZ	2018.0	2.0	14.57
广东电网有限责任公司惠州供电局	300811.SZ	2017.0	3.0	9.5
扎鲁特旗久兴岩土工程有限责任公司	002128.SZ	2017.0	5.0	3.82
新疆西域乌敦农产品有限责任公司	603156.SH	2017.0	3.0	6.35
新疆西域乌敦农产品有限责任公司	603156.SH	2018.0	3.0	2.95
新疆西域乌敦农产品有限责任公司	603156.SH	2019.0	3.0	7.07
汕头市麒丰糖业有限公司	002495.SZ	2017.0	5.0	7.22
江苏恒瑞医药股份有限公司	002390.SZ	2019.0	4.0	1.82
沈阳宝钢钢材贸易有限公司	000030.SZ	2018.0	5.0	1.7
河南豫安防腐保温有限公司	000544.SZ	2018.0	1.0	13.22
浙江昊基人力资源服务有限公司	300310.SZ	2018.0	5.0	2.47
深圳市禄聚源投资有限公司	002949.SZ	2017.0	2.0	9.74
湖北中冶环境工程有限公司	000005.SZ	2019.0	2.0	4.89
湖北共同生物科技有限公司	300381.SZ	2017.0	3.0	4.65
湖北金联民生控股有限公司	002344.SZ	2017.0	1.0	10.52
湖南东晟电子有限公司	300338.SZ	2017.0	3.0	1.81
电化生研株式会社	688389.SH	2017.0	1.0	9.07
电化生研株式会社	688389.SH	2018.0	1.0	11.48
神州数码集团股份有限公司	603927.SH	2018.0	1.0	4.63
神州数码集团股份有限公司	603927.SH	2017.0	2.0	1.71
秦皇岛骊骅淀粉股份有限公司	688089.SH	2017.0	1.0	12.85
米顿罗工业设备(上海)有限公司	300447.SZ	2019.0	1.0	7.34
米顿罗工业设备(上海)有限公司	300447.SZ	2018.0	2.0	7.55
米顿罗工业设备(上海)有限公司	300447.SZ	2017.0	3.0	5.75
郴州盛睦和有色金属有限公司	300103.SZ	2019.0	5.0	3.91
重庆市紫建电子有限公司	300793.SZ	2018.0	5.0	2.55
