mc	gpdm	bgnd	order	bl
FEDERAL TIRE NORTH AMERICA LLC	603335.SH	2019.0	5.0	6.16
TRAFIGURA PTE	002716.SZ	2018.0	5.0	3.97
上海四联飞扬化工新材料有限公司	300651.SZ	2018.0	5.0	1.6
上海嵘际化学有限公司	688019.SH	2017.0	5.0	4.11
东莞市洪梅德丰五金钢材经营部	002930.SZ	2017.0	4.0	3.31
中国建筑股份有限公司	300746.SZ	2017.0	4.0	0.57
中国电信股份有限公司	300288.SZ	2019.0	4.0	9.67
中国铁路物资成都有限公司	600039.SH	2019.0	3.0	2.16
中海壳牌石油化工有限公司	002986.SZ	2017.0	2.0	18.93
中海壳牌石油化工有限公司	002986.SZ	2018.0	2.0	21
中海壳牌石油化工有限公司	002986.SZ	2019.0	2.0	21.08
中煤华中能源有限公司	000899.SZ	2017.0	2.0	11.08
中煤华中能源有限公司	000899.SZ	2018.0	2.0	13.2
中煤华中能源有限公司	000899.SZ	2019.0	2.0	16.14
中煤华中能源有限公司	000883.SZ	2019.0	2.0	11.1
中煤华中能源有限公司	000883.SZ	2017.0	3.0	10.75
中煤华中能源有限公司	000883.SZ	2018.0	3.0	7.25
供应产5	300644.SZ	2019.0	5.0	4.59
四川泰锐斯机电设备有限公司	300733.SZ	2018.0	5.0	3.83
国家电力投资集团有限公司物资装备分公司	000958.SZ	2018.0	5.0	3.71
国网安徽省电力有限公司来安县供电公司	002597.SZ	2018.0	1.0	9.02
大连天合石化有限公司	002094.SZ	2019.0	1.0	20.43
大连天合石化有限公司	002094.SZ	2018.0	3.0	4.15
天津绰盈商贸有限公司	600225.SH	2019.0	1.0	15.47
宁夏华御化工有限公司	002513.SZ	2017.0	2.0	5.2
宁夏华御化工有限公司	002513.SZ	2018.0	2.0	4.96
宁夏华御化工有限公司	002513.SZ	2019.0	3.0	3.17
广东汇达能源有限责任公司	000037.SZ	2017.0	4.0	2.04
广东瑞智电力科技有限公司	300827.SZ	2018.0	1.0	6.79
广东瑞智电力科技有限公司	300827.SZ	2019.0	1.0	11.27
广东瑞智电力科技有限公司	300827.SZ	2017.0	3.0	4.59
开化县永旭贸易有限公司	603105.SH	2017.0	4.0	5.6
张家港保税区嘉宁化工有限公司	688166.SH	2017.0	4.0	4.69
新兴铸管股份有限公司	000598.SZ	2017.0	3.0	6.64
新兴铸管股份有限公司	000598.SZ	2018.0	4.0	6.76
新兴铸管股份有限公司	000598.SZ	2019.0	4.0	6.4
晟视天下资产管理有限公司	300023.SZ	2019.0	2.0	15.78
杭州柯基网络科技有限公司	002591.SZ	2017.0	5.0	3.11
江苏辉宏信科技有限公司	002471.SZ	2017.0	2.0	4.3
江西合力泰科技有限公司	688036.SH	2018.0	3.0	4.43
江西合力泰科技有限公司	688036.SH	2017.0	5.0	3.85
河南五建建设集团有限公司	000544.SZ	2018.0	4.0	7.21
济南腾森电子有限公司	300830.SZ	2019.0	2.0	4.92
深圳市乾合毅电子科技有限公司	002981.SZ	2019.0	4.0	6.84
深圳市宝安广业兴实业有限公司	300724.SZ	2017.0	5.0	3.73
湛江市御唐府美食有限公司	002320.SZ	2018.0	4.0	1.53
湛江市御唐府美食有限公司	002320.SZ	2017.0	5.0	1.81
盘锦中油辽河沥青有限公司	600853.SH	2018.0	2.0	2.64
真索电子(上海)有限公司	300802.SZ	2018.0	2.0	4.57
神亚自动化设备(莱州)有限公司	688128.SH	2017.0	4.0	3.58
第二	300280.SZ	2019.0	2.0	11.6
第二	000623.SZ	2017.0	2.0	12.03
第二	000623.SZ	2018.0	2.0	4.37
第二	000623.SZ	2019.0	2.0	5.4
第二	300604.SZ	2017.0	2.0	5.2
第二	002619.SZ	2017.0	2.0	5.07
第二	002619.SZ	2018.0	2.0	7.85
第二	300549.SZ	2017.0	2.0	4.06
第二	300549.SZ	2018.0	2.0	2.47
第二	000711.SZ	2018.0	2.0	3.42
第二	000711.SZ	2019.0	2.0	2.39
第二	002027.SZ	2018.0	2.0	2.11
第二	688128.SH	2019.0	2.0	3.59
第二	002029.SZ	2017.0	2.0	3.25
第二	002029.SZ	2018.0	2.0	3.03
第二	002029.SZ	2019.0	2.0	2.56
第二	002762.SZ	2017.0	2.0	9.13
第二	002762.SZ	2018.0	2.0	9.89
第二	002762.SZ	2019.0	2.0	6.26
绍兴上虞杭协热电有限公司	300796.SZ	2018.0	5.0	4.43
美特斯工业系统(中国)有限公司	300012.SZ	2019.0	2.0	2.34
航空工业集团	300775.SZ	2018.0	4.0	7.87
航空工业集团	300775.SZ	2019.0	5.0	1.54
衡阳市乐嘉净化空调设备有限公司	000504.SZ	2019.0	2.0	7.63
通富微电	300782.SZ	2017.0	5.0	4.86
通富微电	300782.SZ	2018.0	5.0	4.43
重庆亿通矿山建设工程有限公司西乌珠穆沁旗分公司	000426.SZ	2017.0	4.0	8.94
铜陵市嘉尚能源科技有限公司	002136.SZ	2019.0	3.0	7.38
防城港煜盛运输有限公司	000582.SZ	2019.0	4.0	2.91
阿瓦提县天韵棉业有限责任公司	000850.SZ	2017.0	1.0	14.67
