mc	gpdm	bgnd	order	bl
4	300790.SZ	2019.0	4.0	7.86
Akzo	300387.SZ	2018.0	3.0	5.55
COF CORE SOURCESSA.(中粮国际和谐)	600096.SH	2019.0	5.0	""
German Flavour Technology GmbH	300741.SZ	2017.0	3.0	5.05
SMCECSingapore Pte.Ltd.	600820.SH	2017.0	4.0	2.6
上海人民企业集团阀门有限公司	300838.SZ	2019.0	2.0	2.8
上海人民企业集团阀门有限公司	300838.SZ	2018.0	3.0	3.08
上海申睿电气有限公司	603583.SH	2017.0	3.0	5.57
中信泰富特钢有限公司	300733.SZ	2018.0	3.0	4.9
中信泰富特钢有限公司	300084.SZ	2018.0	2.0	12.99
中信泰富特钢有限公司	000559.SZ	2018.0	2.0	5.11
中信泰富特钢有限公司	000559.SZ	2019.0	3.0	3.11
中信泰富特钢有限公司	300421.SZ	2018.0	2.0	8.07
中国兵器工业集团有限公司	000059.SZ	2018.0	1.0	86.41
中国兵器工业集团有限公司	000059.SZ	2019.0	1.0	86.93
中油海化石油化工(大连)有限公司	002094.SZ	2017.0	5.0	2.42
临县新业能源有限公司	300332.SZ	2017.0	4.0	3.48
临县新业能源有限公司	300332.SZ	2018.0	4.0	7.96
亿达日平机场有限公司	300176.SZ	2017.0	3.0	2.46
北京信和时代科技有限公司	002388.SZ	2018.0	3.0	2.24
北京信游互联科技有限公司	002604.SZ	2018.0	5.0	4.11
北京神州数码有限公司	300282.SZ	2018.0	1.0	9.82
北京神州数码有限公司	000638.SZ	2019.0	3.0	11.6
北京神州数码有限公司	600225.SH	2019.0	4.0	7.33
北京神州数码有限公司	002771.SZ	2017.0	4.0	3.91
北京神州数码有限公司	300253.SZ	2018.0	1.0	9.32
北京神州数码有限公司	300253.SZ	2017.0	3.0	1.41
南通为华创新材料科技有限公司	300753.SZ	2017.0	3.0	4.78
南通瑞远船务有限公司	000520.SZ	2018.0	5.0	5.27
吉林炭素有限公司	300185.SZ	2018.0	5.0	1.95
唐山广大人力资源服务有限公司	300662.SZ	2017.0	5.0	4
唐山金信新能源科技有限公司	300160.SZ	2018.0	3.0	7
唐山金信新能源科技有限公司	300160.SZ	2017.0	4.0	5.34
四川中天炬矿业有限公司	002307.SZ	2019.0	2.0	2.89
国药集团药业股份有限公司	600538.SH	2018.0	1.0	6.32
国药集团药业股份有限公司	300158.SZ	2019.0	2.0	5.53
国药集团药业股份有限公司	300049.SZ	2017.0	3.0	6.27
国药集团药业股份有限公司	300049.SZ	2018.0	4.0	5.8
国药集团药业股份有限公司	300049.SZ	2019.0	4.0	8.69
国药集团药业股份有限公司	300108.SZ	2019.0	4.0	3.05
安徽秋黍商贸有限公司	300185.SZ	2017.0	5.0	2.46
山东淼汇智能科技有限公司	300330.SZ	2018.0	1.0	15.06
山东淼汇智能科技有限公司	300330.SZ	2019.0	2.0	6.47
山东瑞福锂业有限公司	300340.SZ	2017.0	5.0	3.46
常熟市聚福机械厂	300600.SZ	2018.0	4.0	2.85
平安集团	300662.SZ	2017.0	4.0	7.41
广东广晟通信技术有限公司	300370.SZ	2017.0	1.0	3.84
广东广晟通信技术有限公司	300370.SZ	2018.0	5.0	3.07
广州市瑞康置业投资有限公司	002989.SZ	2018.0	1.0	1.91
广州市瑞隆物业管理公司	002285.SZ	2019.0	1.0	1.59
广州市瑞隆物业管理公司	002285.SZ	2018.0	2.0	1.85
张家港市××有限公司	300434.SZ	2018.0	5.0	2.21
成都山海油脂有限公司	603317.SH	2017.0	5.0	3.27
扬中市四平化工有限公司	688199.SH	2017.0	1.0	9.82
扬中市四平化工有限公司	688199.SH	2018.0	1.0	9.39
攀枝花市达瑞科技有限责任公司	603613.SH	2017.0	1.0	11.91
新疆天裕葡萄酿酒有限公司芳草湖分公司	000869.SZ	2019.0	5.0	5.3
新疆维吾尔自治区冶金建设公司	002941.SZ	2018.0	2.0	2.07
日照钢铁轧钢有限公司	000905.SZ	2017.0	5.0	3.66
日照钢铁轧钢有限公司	000039.SZ	2018.0	1.0	3.14
日照钢铁轧钢有限公司	000039.SZ	2017.0	2.0	2.01
日照钢铁轧钢有限公司	600558.SH	2017.0	3.0	4.68
武汉长海电力推进和化学电源有限公司	688357.SH	2018.0	5.0	6.42
永兴和盛环保科技有限公司	002716.SZ	2017.0	5.0	4.05
沧州得能制药有限公司	300434.SZ	2017.0	5.0	2.66
滨州廉氏化工发展有限公司	000698.SZ	2017.0	3.0	5.26
老挝电力公司	000893.SZ	2018.0	3.0	8.23
苏州润阳光伏科技有限公司	000862.SZ	2018.0	2.0	3.92
苏州润阳光伏科技有限公司	000862.SZ	2017.0	3.0	4.72
贵州环态建筑劳务有限公司	300284.SZ	2019.0	3.0	3.41
贵州省机场集团有限公司	002928.SZ	2017.0	5.0	2.49
郑州大有燃气贸易有限公司	002554.SZ	2017.0	3.0	2.81
青岛三丰达科技有限公司	300160.SZ	2017.0	5.0	3.35
