mc	gpdm	bgnd	order	bl
FEOSO ENERGY (HONG KONG) LIMITED	603798.SH	2018.0	1.0	12.81
FEOSO ENERGY (HONG KONG) LIMITED	603798.SH	2017.0	2.0	9.43
LUCKFURT INDUSTRIE HANDELS GMBH(德国拉克福特)	603087.SH	2018.0	1.0	25.74
LUCKFURT INDUSTRIE HANDELS GMBH(德国拉克福特)	603087.SH	2019.0	1.0	16.41
Polar Seafood Denmark A	300268.SZ	2017.0	2.0	13.92
上海名毅化工科技有限公司	300819.SZ	2017.0	2.0	7.63
上海名毅化工科技有限公司	300819.SZ	2018.0	3.0	6.02
上海圣硅鸿实业有限公司	688233.SH	2018.0	4.0	14.53
上海贯凯实业有限公司	000603.SZ	2019.0	2.0	16.67
东北轻合金有限责任公司	300489.SZ	2017.0	2.0	8.71
中国平煤神马集团	601666.SH	2017.0	1.0	17.61
中国平煤神马集团	601666.SH	2018.0	1.0	30.95
中国平煤神马集团	601666.SH	2019.0	1.0	19.26
中国建筑集团有限公司	003816.SZ	2019.0	3.0	6.71
中国电子进出口东方贸易有限公司	600855.SH	2019.0	1.0	""
中航路通实业有限公司	600039.SH	2018.0	3.0	2.39
中航路通实业有限公司	600039.SH	2019.0	4.0	1.68
乳源东阳光优艾希杰精箔有限公司	002806.SZ	2018.0	1.0	19.13
乳源东阳光优艾希杰精箔有限公司	002806.SZ	2017.0	2.0	19.3
佳木斯中唯实业有限公司	000922.SZ	2017.0	1.0	21.59
佳木斯中唯实业有限公司	000922.SZ	2018.0	1.0	22.94
佳木斯中唯实业有限公司	000922.SZ	2019.0	2.0	16.37
内蒙古亿利化学工业有限公司	000711.SZ	2017.0	5.0	1.21
北京恒天财富投资管理有限公司	300023.SZ	2017.0	3.0	14.8
北京捷洁坊商贸有限公司	002306.SZ	2018.0	1.0	9.58
北京捷洁坊商贸有限公司	002306.SZ	2019.0	1.0	16.98
北京通州皇家印刷厂	300788.SZ	2017.0	4.0	2.67
厦门速科发安装工程有限公司	603060.SH	2017.0	5.0	1.82
友讯电子设备(上海)有限公司	600225.SH	2018.0	4.0	5.56
塞莫国际控股有限公司	000923.SZ	2017.0	5.0	0.5
山东考拉云商数据服务有限公司	300773.SZ	2017.0	5.0	2.55
广东鸿劲金属铝业有限公司	300176.SZ	2019.0	1.0	26.17
广东鸿劲金属铝业有限公司	300176.SZ	2017.0	2.0	18.65
广东鸿劲金属铝业有限公司	300176.SZ	2018.0	2.0	21.97
张家港宝晶玻璃科技有限公司	300651.SZ	2017.0	3.0	2.94
德阳诺尔机电设备有限公司	300820.SZ	2018.0	4.0	2.89
新昌县华雄机械有限公司	603583.SH	2017.0	1.0	9.53
新疆昊天鑫盛商贸有限责任公司	688096.SH	2018.0	1.0	19.54
楚源高新	300798.SZ	2017.0	1.0	17.78
楚源高新	300798.SZ	2018.0	1.0	13.43
江南再生	688186.SH	2018.0	5.0	3.56
河南森源光伏构件有限公司	002358.SZ	2017.0	3.0	5.06
法人4	300457.SZ	2017.0	4.0	2.14
法人4	300457.SZ	2018.0	4.0	4.19
法人4	300457.SZ	2019.0	4.0	2.35
法人4	002186.SZ	2018.0	4.0	2.09
法人4	002186.SZ	2019.0	4.0	1.29
法人4	000918.SZ	2017.0	4.0	1.37
浙江天盛机械有限公司	300763.SZ	2017.0	5.0	4.87
浙江经世供应链管理有限公司	000622.SZ	2019.0	3.0	9.6
深圳市爱尔维电子有限公司	002238.SZ	2018.0	1.0	8.43
深圳市爱尔维电子有限公司	002238.SZ	2017.0	3.0	7.11
深圳市爱尔维电子有限公司	002238.SZ	2019.0	5.0	3.46
深圳市艺盛塑胶科技有限公司	002980.SZ	2019.0	4.0	2.49
荆门市燎原科技开发有限公司	002783.SZ	2019.0	3.0	3.65
荆门市燎原科技开发有限公司	002783.SZ	2017.0	4.0	3.98
荆门市燎原科技开发有限公司	002783.SZ	2018.0	5.0	3.5
郑州豫元耐材有限公司	002225.SZ	2019.0	5.0	1.74
郴州市旺祥贸易有限公司	002716.SZ	2018.0	1.0	5.55
郴州市旺祥贸易有限公司	002716.SZ	2017.0	2.0	8.21
郴州市旺祥贸易有限公司	002716.SZ	2019.0	4.0	5.2
金雅豪精密金属科技(深圳)股份有限公司	300282.SZ	2017.0	1.0	3.42
雅马哈发动机(中国)有限公司	603109.SH	2018.0	1.0	10.91
雅马哈发动机(中国)有限公司	603109.SH	2017.0	5.0	3.45
飞利浦集团	300833.SZ	2017.0	4.0	5.16
飞利浦集团	300833.SZ	2018.0	5.0	4.05
