mc	gpdm	bgnd	order	bl
AICELLO MILIM Chemical Co., LTD	688019.SH	2017.0	4.0	6.19
AICELLO MILIM Chemical Co., LTD	688019.SH	2018.0	5.0	5.87
上海旌玮贸易有限公司	000915.SZ	2019.0	4.0	2.1
上海旌玮贸易有限公司	000915.SZ	2018.0	5.0	2.94
上海本庆贸易有限公司	000767.SZ	2017.0	5.0	1.4
上海金贸国际贸易有限公司	000859.SZ	2018.0	5.0	3.37
东莞市同川自动化设备有限公司	688022.SH	2017.0	5.0	3
中材科技风电叶片股份有限公司	300772.SZ	2018.0	2.0	10.74
中材科技风电叶片股份有限公司	300772.SZ	2017.0	3.0	7.25
公司二	002462.SZ	2019.0	2.0	5.12
冀南钢铁集团国际贸易有限公司	603279.SH	2017.0	3.0	9.71
冀南钢铁集团国际贸易有限公司	603279.SH	2018.0	5.0	2.21
北京隆轩橡塑有限公司	002122.SZ	2019.0	4.0	4.01
吉林市雪瑞机械设备有限公司	300210.SZ	2019.0	3.0	1.32
吴江市七都镇家得利地板厂	002631.SZ	2019.0	1.0	6.29
四川七星广厦建筑有限公司	000408.SZ	2017.0	3.0	7.4
国家体育总局汽车摩托车运动管理中心	002858.SZ	2017.0	2.0	4.36
大冶特殊钢有限公司	002122.SZ	2019.0	2.0	11.25
天津荣程祥国际贸易有限公司	603969.SH	2017.0	1.0	32.36
山东志伟环保科技有限公司	000915.SZ	2018.0	1.0	7.89
山东志伟环保科技有限公司	000915.SZ	2019.0	2.0	6.03
广东金岭糖业集团有限公司	300149.SZ	2018.0	2.0	2.43
广州航程电气设备有限公司	002339.SZ	2017.0	1.0	4.49
广州航程电气设备有限公司	002339.SZ	2018.0	2.0	6.57
张家港保税区乐邦贸易有限公司	688598.SH	2018.0	2.0	11.7
张家港保税区乐邦贸易有限公司	688598.SH	2017.0	3.0	10.47
张家港保税区乐邦贸易有限公司	688598.SH	2019.0	4.0	12.12
成都永康制药有限公司	300147.SZ	2019.0	5.0	1.66
新疆恒伟闳远商贸有限公司	603227.SH	2019.0	2.0	8.91
无锡中新成达科技有限公司	002473.SZ	2018.0	1.0	12.13
无锡中新成达科技有限公司	002473.SZ	2019.0	1.0	22.83
本溪钢铁(集团)矿业有限责任公司	000761.SZ	2018.0	2.0	8.93
本溪钢铁(集团)矿业有限责任公司	000761.SZ	2019.0	2.0	9.52
本溪钢铁(集团)矿业有限责任公司	000761.SZ	2017.0	3.0	8.47
武汉用通医药有限公司	000004.SZ	2018.0	1.0	16.34
永城市龙兴商贸有限公司	300057.SZ	2017.0	4.0	6.06
永康市古斯万机械有限公司	300210.SZ	2019.0	2.0	1.35
浙江文润合创科技有限公司	000982.SZ	2019.0	2.0	8.7
海盐佳湖装饰材料有限公司	603551.SH	2018.0	2.0	7.63
海盐佳湖装饰材料有限公司	603551.SH	2017.0	4.0	4.24
深圳市大阪科技有限公司	002957.SZ	2018.0	5.0	""
深圳市若菲特科技有限公司	002957.SZ	2018.0	1.0	3.95
湖北蒙牛乳业销售有限公司	000759.SZ	2017.0	3.0	2.5
福建德尔科技有限公司	688268.SH	2017.0	5.0	2.75
肇庆凯思特电池材料有限公司	000017.SZ	2017.0	2.0	16.3
重庆国储有色金属有限公司	002560.SZ	2018.0	1.0	19.02
重钢集团	601827.SH	2017.0	1.0	18.47
重钢集团	601827.SH	2018.0	1.0	8.62
重钢集团	601827.SH	2019.0	5.0	2.98
金晶集团	300160.SZ	2018.0	1.0	18.68
金晶集团	300160.SZ	2019.0	1.0	23.19
雷州市一品木业有限公司	002830.SZ	2017.0	2.0	5.89
雷州市一品木业有限公司	002830.SZ	2018.0	2.0	4.67
