mc	gpdm	bgnd	order	bl
FUN COLLECTION  INTERNATIONAL   LTD	000949.SZ	2017.0	4.0	4.79
The BOEING Company	002023.SZ	2017.0	1.0	27.73
b5	000963.SZ	2019.0	5.0	1.68
上海**科技有限公司	300380.SZ	2019.0	4.0	5.77
上海中全投资有限公司	601068.SH	2017.0	2.0	7.81
东衍集团公司	603867.SH	2017.0	4.0	5.62
东衍集团公司	603867.SH	2018.0	5.0	2.88
中华映管股份有限公司,中华映管(百慕大)股份有限公司,福华开发有限公司	000536.SZ	2017.0	1.0	15.42
中远海运	603713.SH	2017.0	1.0	3.92
公司 5	000969.SZ	2018.0	5.0	2.56
公司 5	688268.SH	2019.0	5.0	2.81
北京京富商贸有限公司	000931.SZ	2019.0	4.0	1.51
北京元亨圣马生物科技有限公司	603392.SH	2019.0	5.0	2.88
北京师范大学出版社(集团)有限公司	000719.SZ	2019.0	2.0	1.68
南京诺奥新材料有限公司	603948.SH	2019.0	1.0	10.93
南京诺奥新材料有限公司	603948.SH	2017.0	2.0	8.53
南京诺奥新材料有限公司	603948.SH	2018.0	2.0	6.87
南皮县健通五金制造有限公司	603087.SH	2018.0	5.0	4.43
南皮县健通五金制造有限公司	603087.SH	2019.0	5.0	4.15
南通海舟电子科技有限公司	002983.SZ	2017.0	5.0	5
博世汽车柴油系统有限公司	000903.SZ	2017.0	1.0	19.34
博世汽车柴油系统有限公司	000550.SZ	2017.0	5.0	3.31
厦门信和达电子有限公司	688288.SH	2018.0	5.0	3.6
厦门信和达电子有限公司	300360.SZ	2018.0	3.0	5.56
国网黑龙江肇东市电业局有限公司	600866.SH	2019.0	5.0	3.43
威宝国际贸易(深圳)有限公司	688086.SH	2017.0	4.0	6.21
威宝国际贸易(深圳)有限公司	688086.SH	2018.0	5.0	5.6
宁夏第一建筑有限公司	000595.SZ	2019.0	1.0	11.23
安徽安利材料科技股份有限公司	002614.SZ	2017.0	4.0	1.66
安徽安利材料科技股份有限公司	002614.SZ	2018.0	5.0	1.44
嵊州市松华电器有限公司	603551.SH	2017.0	3.0	4.87
嵊州市松华电器有限公司	603551.SH	2018.0	3.0	4.06
常州市好利莱光电科技有限公司	603297.SH	2017.0	2.0	5.5
常州市通润建设工程有限公司	601155.SH	2017.0	4.0	2.16
广州九州通医药有限公司	002433.SZ	2017.0	2.0	6.04
广州九州通医药有限公司	002433.SZ	2018.0	3.0	5.58
广州九州通医药有限公司	002433.SZ	2019.0	3.0	4
广州市合生元生物制品有限公司	603214.SH	2017.0	5.0	5.01
广西建工集团第四建筑工程有限公司	000048.SZ	2019.0	1.0	10.91
徐州延广健贸易商行	300326.SZ	2018.0	1.0	9.75
恒信德能源	600989.SH	2017.0	4.0	""
无锡奥联博精密机械有限公司	603530.SH	2018.0	5.0	3.73
杭州原野机械有限公司	300813.SZ	2018.0	2.0	5.47
杭州原野机械有限公司	300813.SZ	2019.0	3.0	4.1
杭州新世纪基础工程有限公司	000005.SZ	2018.0	1.0	4.65
江苏益客食品集团股份有限公司	603517.SH	2018.0	1.0	16.78
江苏益客食品集团股份有限公司	603517.SH	2019.0	1.0	26.55
江阴富裕铝业有限公司	300337.SZ	2017.0	2.0	18.44
江阴富裕铝业有限公司	300337.SZ	2018.0	3.0	11.76
沈阳哈轻东铝业有限公司	000585.SZ	2017.0	3.0	11.79
沈阳哈轻东铝业有限公司	000585.SZ	2019.0	3.0	8.94
浙江宝树建设有限公司东乌珠穆沁旗分公司	000426.SZ	2019.0	3.0	8.08
浙江福临园林花木有限公司	600052.SH	2019.0	2.0	""
深圳市福瑞博鑫实业发展有限公司	300812.SZ	2017.0	5.0	4.93
深圳市翔飞科技股份有限公司	002970.SZ	2017.0	1.0	5.3
深圳市翔飞科技股份有限公司	002970.SZ	2018.0	2.0	5.27
深圳异构域数字技术有限公司	002848.SZ	2018.0	4.0	6.05
湖北烟草公司	000759.SZ	2017.0	1.0	4.9
湖州维诺医药包装有限公司	688098.SH	2017.0	5.0	5.52
湖州维诺医药包装有限公司	688098.SH	2018.0	5.0	5.45
维沃通信科技有限公司	002127.SZ	2018.0	1.0	43.88
金龙珠宝有限公司	000025.SZ	2018.0	5.0	2.45
长沙海航高精管科技有限公司	300489.SZ	2019.0	2.0	6.72
长沙海航高精管科技有限公司	300489.SZ	2018.0	5.0	3.63
陕西尚诚煤业有限公司	002109.SZ	2019.0	4.0	13.44
陶氏化学(上海)有限公司	688139.SH	2017.0	5.0	3.2
陶氏化学(上海)有限公司	688139.SH	2018.0	5.0	2.05
青海挚友经贸有限公司	600540.SH	2017.0	1.0	5.95
黑龙江昊天通信工程有限公司	002465.SZ	2019.0	5.0	1.25
齐鲁国际交通发展有限公司	000409.SZ	2019.0	4.0	7.04
