mc	gpdm	bgnd	order	bl
Autodesk Asia Pte. Ltd.	300344.SZ	2017.0	1.0	52.93
Autodesk Asia Pte. Ltd.	300344.SZ	2018.0	1.0	52.58
YpsomedAG	603087.SH	2019.0	4.0	5.66
万城商务东升庙有限责任公司	000603.SZ	2017.0	5.0	6.54
上海望宇环境工程有限公司	300172.SZ	2017.0	5.0	1.84
上海电气集团股份有限公司	003816.SZ	2019.0	4.0	6.06
上海电气集团股份有限公司	600886.SH	2018.0	3.0	9.7
上海电气集团股份有限公司	600157.SH	2019.0	1.0	9.04
上海电气集团股份有限公司	600157.SH	2018.0	2.0	7.94
上海电气集团股份有限公司	600157.SH	2017.0	5.0	3.99
中国航发集团	300775.SZ	2017.0	4.0	3.01
中煤能源山东有限公司	002608.SZ	2017.0	2.0	13.56
介休市宏凯物贸有限公司	600408.SH	2018.0	3.0	2.1
佛山市泰欣电子有限公司	002959.SZ	2017.0	1.0	4.67
佛山市泰欣电子有限公司	002959.SZ	2018.0	5.0	3.04
北京**有限公司	300380.SZ	2019.0	1.0	8.34
北京七维视觉科技有限公司	688228.SH	2019.0	4.0	4.17
南通宏博燃料贸易有限公司	000520.SZ	2019.0	1.0	8.96
哈尔滨工大航博科技有限公司	688011.SH	2018.0	2.0	10.99
哈尔滨工大航博科技有限公司	688011.SH	2017.0	3.0	8.8
哈尔滨市滨江有色金属材料有限公司	300489.SZ	2018.0	2.0	11.82
唐山市铨锋化工有限公司	002986.SZ	2018.0	3.0	2.82
国网信通亿力科技有限责任公司	600101.SH	2018.0	2.0	0.98
国网山西省电力公司临汾供电公司	000755.SZ	2017.0	3.0	5.39
国网山西省电力公司临汾供电公司	000755.SZ	2018.0	4.0	4.99
天津轩坤能源科技有限公司	000767.SZ	2017.0	2.0	3.03
威健实业	300822.SZ	2017.0	1.0	14.01
威健实业	300822.SZ	2018.0	1.0	17.53
威健实业	300822.SZ	2019.0	1.0	13.88
宁波市北仑旭日模具机械有限公司	002703.SZ	2017.0	4.0	3.47
宁波首兴贸易有限公司	603949.SH	2018.0	5.0	4.58
宏厦一公司	600348.SH	2017.0	4.0	4.77
宏厦一公司	600348.SH	2019.0	4.0	5.52
宏厦一公司	600348.SH	2018.0	5.0	5.04
客商 1	600491.SH	2017.0	1.0	2.65
寿光圣沣食品有限公司其分	603517.SH	2017.0	3.0	6.56
景德镇市建筑设计院	300778.SZ	2017.0	5.0	""
杭州立煌科技有限公司	688358.SH	2018.0	5.0	2.05
江苏江南精密金属材料有限公司	002290.SZ	2017.0	4.0	4.53
江西波星实业集团有限公司	002213.SZ	2017.0	3.0	11.29
河南中孚实业股份有限公司及其关联企业	002560.SZ	2018.0	2.0	14.85
海南金盘智能科技股份有限公司	300827.SZ	2017.0	5.0	2.89
深圳市恒扬数据股份有限公司	688168.SH	2017.0	1.0	25.85
深圳市恒扬数据股份有限公司	688168.SH	2018.0	3.0	5.03
深圳菲尔泰光电有限公司	300752.SZ	2017.0	5.0	4.69
湖北交投物流集团有限公司	600133.SH	2018.0	1.0	14.01
湖北交投物流集团有限公司	600133.SH	2017.0	3.0	4.31
湖北交投物流集团有限公司	600133.SH	2019.0	3.0	5.35
湖南新世纪陶瓷制品有限公司	000995.SZ	2017.0	5.0	7.93
硅品精密工业股份有限公司	603893.SH	2017.0	2.0	16.81
硅品精密工业股份有限公司	603893.SH	2018.0	2.0	18.75
艾巴维生产线技术设备有限公司	000797.SZ	2017.0	5.0	1.31
苏州钰品电子科技有限公司	300354.SZ	2017.0	1.0	6.23
苏州钰品电子科技有限公司	300354.SZ	2018.0	3.0	3.72
贵州桐城工贸有限公司	600227.SH	2018.0	5.0	3.89
通用电气风电设备制造(沈阳)有限公司	600956.SH	2017.0	4.0	5.13
通用电气风电设备制造(沈阳)有限公司	600956.SH	2018.0	4.0	3.35
重庆亿通矿山建设工程有限公司	000426.SZ	2018.0	2.0	14.51
重庆国际贸易集团有限公司	002237.SZ	2019.0	4.0	3.03
