uid	startnode	endnode	reportdate	order	amount	ratio
0e02f56029f84895877b1186e180946f	3b49018bf184160e8f3932b021612691	8900e91c2edba9a1ec82e7436279741e	""	5	2547500	0.39
0cfa379f674e496fbed9684f21556b5a	423fd76df02bc7c5646aa180bec82854	925bd17b5860e4c3cedcc76f67784a30	""	6	3038000	1.38
5dc21ffa6d624f4cb4393f8ed1621db2	43bea0ed8f0204b45b74b995ca9e6178	714fbeda771166754639fa10a89b16a7	""	0	125039272	27.86
a88a999054604f48aa20de9a15acd58e	44b18fc09f85165381b55b549052d779	80f18fd1f11b0ed08b97f37e1f5158ea	""	9	16604321	0.66
110cadb2808b4760822f1b06b72cd93e	450ffa95e853925196fc73620d8a035b	2b1e228ba49a8cc1dec056d52e1ef16e	""	2	5640150	1.03
d0ac8876b3074a56aaa35a60b7b68149	48706a154f6c2f4470495cc986a92e2e	c521dae6a205de6878719a2aa4a6f6b2	""	4	21387492	1.04
23c70c7c9c7e403e9c739c830b0fe847	4c0183d5a5512ca51fcd130284accdf7	cf428f71fece4f61ca1cb5f328b24cce	""	1	37279083	11.91
8b08a9b23ce24b2a807121af6aa67067	4f080d20c5eb7283a52dbabf63ad0973	ac2db9dcce0ed5025e69b7a56583269d	""	7	7268154	1.05
1485025ec47d44a8ba2ee4189120ca56	537885b53f2fba02d5ddfaaba42b6621	f58182545b5a4f3e1ad50f070c877cda	""	1	7897552	3.72
4d4029136500469b8e16eee78a83f711	5500e21f7d5a87885137d52807451374	ab236a65fcdaf0f0f05a650623f28043	""	4	14000000	4.1
dca07883a09a4c9e97b7f68e3be088a0	587ce276c3e5f8330163296450a6ca58	7c633136df2e84caa8b62e641268831a	""	2	12815480	3.16
28b70865b437439790426945c2bb946b	587fddf0084e600d8a2468e078393c2a	92ce92dc06aceb2030ab398bc98afc67	""	8	5175200	0.35
d78015d811fb499c89b9782886a2a35a	58d59bdbc62d7bc80e6bb8dc50b826b0	384d463a1c431c3fe4889d9b02ba4af6	""	0	154105000	61.79
1e516a2edb1e4f959f9d49b97d56da1b	591adba82b7043e59a96225ed86be0cf	95cb9df894b651429207844758fe4fe0	""	3	6365800	0.56
53ea8fa33d174716a6f2a386fa48fbdb	5a1d34a3ec7a2db512d2030d46637b30	48476a96fa18046a71ce76faeaee8986	""	0	113220000	35.38
2c7cc66c3a02461fa442a3c8d5ec4c59	5b0f4dcc2979ead12684b539c44579f1	fea6feb8757bcf919908770eaf9f7d46	""	5	13205600	1.19
ea6277217b9a4f26abc141dd9dfebabc	5e17b8357754724f2eeb6d1d71f46b98	8d26e85700a8a652cbdb14bf278b3127	""	8	1300076	0.17
68319867faa842a18177fe0693e2ccc7	5e22eb77de52720e1d8d5451cce17d86	87d330e6cfea5b150056b736c47d746d	""	5	25000000	1.95
b5549e42bf7743409364fa78d436316c	5e7cc7941ba7a43cdc555c254d918423	9b49d5efefebeb576fdcd510d7ebc119	""	1	31638055	18.65
fcd15b3efda64d6f99eea62ebe5e06ea	617860bd2063e09f0c18a7839c19e136	d5c1d3cea215de353f56a480efb659de	""	0	28474356	9.52
f3768c322bd24aa7a1731e1548a9e582	619555b08ea9d3bf618ae70d8a519b10	bd7ebb78570dd16a68780213928c686c	""	5	7900000	5.79
6bd75074c59547f5b2b68267fe97009a	61fa8c3519ddec30b5447d12f016857e	e58e6886917cf5031b150396e0401ec9	""	3	779600	0.35
12ce9bf7e2234311ba6b7b9320c31d01	67f82722bc50a9fe2594015c02d22f6a	dcfafe72b3232685f660a33dda6c6a73	""	9	1950800	0.37
6d935fd75cc1423e974b20b0b24f752f	68922f31afdbcc6a6f81c72f1f65c9a3	d579d863468ce03eac64bc91e07d50c8	""	2	77312603	9.28
f50b6d1442b34b53a2d96a62cae6581b	7377e93cfdaddc74f50102a0bf1bb012	e081c6f8d33db7121c4e94aa9fbbcffa	""	7	8791994	1.71
aa11b2fab7694d03adee460c85cf1bfa	75a5d8411617c8f975dfcaca4f2a2e02	af13055dbf6ff2a1cef3d5653af8c5a7	""	9	1900000	0.22
80116208528f4db0bcfe7b5f269ba2d0	7e1a138bda4c67bcf36d3d5a9c8af8ff	0fc01e3fdf542ac330345b32f4ceace0	""	4	7425600	2.73
88dc52aba1e14883b0c497fe150ae3fa	7f9b62c7f5391c239ab0e098750ff899	c45b7185541acd5b279e918e0d31c0d8	""	9	1452692	0.97
865b7711f56641e8a98ea7d64e7f63fd	80ac6e9849964008fd28c1958b1d7fd8	d6986562217592e2d9191ad9f5eaeb8a	""	6	5923043	2.13
3f92a03d27ce4069997ec344aef2ff56	87b95fb18dfc7f1ebe8c5f6af4f6e120	bc14faba5e10273024cb801bfedef3ec	""	6	1678120	0.39
b086c8d732854f679d170336fb81befb	88323c44c57e1aa0405ae45a3da2dc03	f4be41ded06d46d4563c509c7e529c4e	""	7	2450000	0.75
bd995fa03e16480f9142da424e874f49	8b9ef9f455b694a5157a52bdd14a268b	cd79211f4661998652ea4022debb9aac	""	6	2802863	0.15
1024aa9560694a40a7dad2df55609f4c	8be5a03e784be4f2a2deafc274ff7946	e79c6a9c9c705c1391dd0f1a0874934b	""	9	871770	0.16
f5943bbf02554516a82b4256cc28307c	8fee7a044aa58517fcdac70426a006f5	35f672726e534cadcbe7ec0628c05f9a	""	1	19270310	10.49
c81781eaa12a49c79ad1970a81741502	90d8548f43ba09d0a7c5f12893317e34	3d2790b53bde6167d83cddb954983a52	""	8	7604989	0.48
39139f505a2a487abf39ee0e06c7dd30	923c701828e8d5bd48f62421719e225b	884bcbd1f6f74779e52447cdb5fc2878	""	1	11641216	4.03
e043c003e21a4eba9d1fa5363f2a14d9	93efc5adb71a5201084a9733fce3bfd7	01dee21c518e59b5d388a90a9e61a1d3	""	8	9679694	1.04
099ff50682524756bf722caecceaf3a8	9b658cd5b82e9834fd7af97d2c501dd3	74a3334deda246918842247d3649c9b4	""	1	116990667	21.39
ecee2c16e7494a6fa9278e927d7860e3	a0459f21f0ddf3de8eb9e5c6d0ed37b2	548b24230cd1eb7119183c3ef15c7597	""	3	3000000	1.33
ee590a31f1884f5990a7bfb6c9641feb	a0ee14cc30b4cde07a0585ad78d1b000	fefb7c47ef9037691cd786a5794d8a55	""	9	2028800	0.15
52271802de714027907da1f74e80c736	ab0779ce208c43ccb11258068cc1f9a1	99a8a7a0656013acf514a5bcf2c53d04	""	2	6003404	2.19
ebea9bdb18ad4d80ad54c54b98612e37	b3ef873e8d5ba17b724679ecb262b891	35f8280a9df2888b6eada83d01cd9f83	""	2	11520242	2.46
3639881bd37a46b888736f88558e1943	b8c825cf9cebb41ef83546fcce200e0b	911595f818456953b580e00e491a887b	""	9	4865642	0.42
e061e24181934581b0e0459b16149a5e	bb48f026336aca13320277555d3a9ae9	17b0b195fa9d8d9c1a8f078179c15fdd	""	5	4511577	0.95
7afd73cf9ff04a2f98e1caf7ee572162	bcf5aae1956b5994d119d4ff38dc7d3f	a49c405283c9815f7d74b57604d6b062	""	7	4650000	0.79
802d50aa48f54b82a4de1d36ece2dad5	c321bc17704e4aaa6f21d9416abb5e35	ab4db79fb5364a11aabe501c6400a639	""	2	48424000	11.17
06c2f4566ecc45ce837584d656684181	c3be888e10291f199ed53c70052a88c9	c42cbec999e311b05c9febaa0ce2c43d	""	4	2500000	0.21
05c6dd8bc3644e1397370012da21c315	c87f0aad721fc288348fa31459585fc5	0f24c67a3a26432f8b3c89fddb0fea62	""	4	2751220	0.4
63334dbbbced4790a2bd650bfc8e10e9	c99dcd58acdafa27d5b57a59f062d637	c521dae6a205de6878719a2aa4a6f6b2	""	6	17435400	0.85
0da56b22aeba49ddb3d14733699cc52c	cb359cbdae1fd8f0b6cc0d72dbdd0da8	5d9f4df9d5bd3beecc9956faafb68764	""	7	725368	0.62
a9c94c8cd21346a794d986f7dc3af1d4	cf11574ed54bfa2bc9f26646559e505b	6504e975233a51be4b1ec0c57c245fd5	""	7	5411435	0.33
3af39052f2524b5e8734e75e308c5f22	e081895682663bfd58be3cfcaf32e9c6	e3bd3c1282665d04e08d6d53ae7c3ee3	""	8	909900	0.18
3920c8d605894057b8ae35a32f7862c0	e700d56642ec3b4ad5fe43295679bd92	66b9507aef907ecb482a6199f15fb398	""	7	1029000	0.52
5f5e7679ecc74340a9df73c59a50e990	e8bbd830a1a216198daef38957a455ac	e6e9a7db4d2a5b7c780a46b101327f66	""	6	3057969	0.27
f8c826eafc484e6bb0a008e44502e0b1	efc299467aada76bb5129fd1577e98c9	782be60ac26a30939e2b10bdef3493b3	""	4	2255911	0.64
96e69442854442a1adc6e99055d3b379	efc2a534968e4f8caa921103e0e05e57	93d9b51297c605e56ee7413f3d24b2a4	""	2	104409060	9.9
614ae5546e894a989690dfc70a3c4b4a	f03b6b5f5ddfc3861e792f4632ab8dee	f3babc384ac1e3579457413ee8934ec7	""	4	7983115	6.24
bc73c1e685354a70a61db71db6cc5117	f2f6edac9253866f41f8060881be1d8b	e8599b6698558608e559a7ce8cc24862	""	4	35291129	4.09
61f12e3f95434a4b90afca84b165e50b	f32e43d320e864790d7960cd1ac07671	26e8b6445517c4e27c3fe3c7b7a238a4	""	4	20697020	6.22
23cc93bb9a284c00b562e21f25fc4811	f665d6ca3ec38058f22bd2a44e06bbff	f7642bd04a2c28deab250323f4e34601	""	9	1906500	0.12
95f5a77c66e34af88561826aebfc953c	fd8fa86b7d3edc7f963d8c8d26c62325	c3889c38a3258a17a1539fe23fd627db	""	0	280300000	67.84
412829e8d57b441aa202a30146ffd80a	fd94dcc18520556c098f7055046d7f0a	a8a2cb10cc68f7c550c2ca9805282c7b	""	5	5399700	0.48
075bd21f6aa74b07a738418e8ae6874d	02083d6620221d946b1727673664cd63	641e9c1aedb668cf21d0c68bd87567d6	""	8	2592368	1.03
6fba04ea4d684f0591ea0e37e4dbfee6	033670db5bee84965cf6a2a52ec8be12	29952704341921a26399b5be0a79b1b0	""	9	1786700	0.35
ae39e05d8e8c4dbfa00cd9305385ef43	0345e9bd91968cedcc67976e60cfc1e2	01a96d90c3f403373626acbb62795b5d	""	5	2101870	4.01
0ebb3a6c7b2c4413b52f3428d7e123a8	04074653c60a35be6ffd2adf32c02f01	3dcad0dde06ad34999eb6eb9ac9a71d5	""	9	1837000	0.34
240f3f6c3b8242b3b2eb4901d7e77537	0c853f72ed3dffc93fa99f5aa1a8fe65	ea08e09884120ca89c63459e1ca7f1d5	""	8	5276500	0.46
080b51a1742e441aadb2c42d883bbdf0	0eeae4dabed7aa3ba97afbfb8755448c	0bd89c25c64f4c2634bb9a7f90930d96	""	4	2447267	1.32
f8f2632ede834a1bb59be44fd2207802	114c065694ebde9798b7c92a77e67040	7c1156dc84517d028b42d82b53049c97	""	7	708510	0.16
bc7814bd04054988bd0c6cce315a9e96	142e20f0ac138a2b9d3bc40e476b12e6	16e435da53e323ebf40473719287a26e	""	2	28077600	5.28
fa6344cae2c941c68bb5c48d327fcb91	20b6a858e938dafd6946dc0bb45f5c23	f0e5eeb230d0384c0ed57fd11998d8cc	""	2	900000	1.21
607429bfb73f4953a4e26d9bf1479506	21ae68232663b1ac4378fba87f25ac12	8811794e995523fd45b1805ded1d4a23	""	0	68604000	42.88
0b5e2eca02ef42689eb8f83fe079c691	269441dc8963deb7c48f601aa396ca01	30399bee28722dbdbc3f6e0a88dc5370	""	0	896580594	33.39
7650b4f953144cc1b5c33e867eed92ac	27100b9b3525ad5cc1988e852e0d0601	77946c39e50369ea0f0017a1b0ed20df	""	9	19500000	1.2
fe0d4d1566f94095a60f3c36d4607b4e	27db9085de10ced759f2243f3d91c5e6	d0b7c7065619e36cba631339c8a0a271	""	9	1000900	0.71
2b8c50402ade4b8a9199be69e54920a8	30a3abf223ba92133020bc24df903617	fde0c4766c18396ed56af19b2ae4eaa2	""	1	22345009	14.44
193e6eb850ac4c5f85b6e02e7f982258	320cff7d86f2665298c8165887d7875d	161cddb7368a71348ddb6d8c0d3def7c	""	9	6790900	0.23
49ad11fbac18464993e3445ee03fb428	32d79562d3631cf353c1b28670151463	038bb8a088a75c7c138f903ff1e67413	""	3	4850000	1.27
4823e02bd05d4f57942b46685b95e1a3	3de5681e342fe0b8b06b09d1b5ed9cd2	614e4da5ef999a158013ec0826547f0a	""	0	213360500	13.69
f5be5c3641774f57a81ac9b4fc4f5505	3f39b39ad0752a36347e4986b871743f	eb61be815bb0efa80c9fcf1c3220ca2a	""	5	2400200	0.59
8d03cd6f6b014fabbfe23a8251296291	431857e83cab026fa5e820acd2b3167e	242ad1993295a6bcf2f8f8508ad351e2	""	9	2413000	0.12
8485a775bc264c58880a98aac912fe49	43eb703d4ef243ca67c1c5c5a7aaefb5	325141aee9bb7cf015260d74a92bd30c	""	2	27043832	6.82
29c48df2e1934fdfaf04464de998645e	44c7d0e3dc6f160802f5ad5709e54dfc	0fc01e3fdf542ac330345b32f4ceace0	""	0	120666000	44.43
a3564fec9369436a83781db967a1210b	4b4abbced40ca51b496cb9fd712841fa	a52ae41651287a1489da45d04d1b7360	""	1	524179113	17.27
386a7c24fd6e4d1e9a748cc3f77d282a	55ca8e191c6a2b21573fa0cc78c978eb	e19471495a130524b5207710a4a28121	""	0	233482900	14.53
0b21bed5a6ed4a599fe20d83dffef396	5601009705e732f1bfc58bc5cf70b8c9	183d6b4a58d5f4f7120fa2453d0b0171	""	9	1911317	0.56
d22ee2251ae144a3a7667bb1a6e71526	569b8653da6248df77374dcae4af05a9	b7e731ee46a49cdb5fdef476d5045454	""	5	3151360	3.63
3cd60fd9fbd24f66a5cbb935e3ac1a6b	573451a7302e0ce093ce296194920cb7	1033f0c45a5fd85891e37d359ff4b4f4	""	9	370000	0.3355
a430b5a730054b0f98da7b4750980576	578ec953ec174f38fdb887bc2f3b5a70	cc75b71427bcdde9f9a46b3394fa9df8	""	3	9209746	9.3
038dd98c08fc41ec868078da2fb7de3a	5ed266ef7932e094d54c19aaa0e42bf6	99f515cf7bb2287831e8901e23ae971a	""	8	25939100	2.52
5a6e031753634d998f3d541a2522dc0f	61fbc2f13967ceb3b3fa392d7fba38dd	127ed7494d96036edbf39317da95e1b6	""	3	33100000	1.7
379a55247ecc465fa055544752eb78db	64fde5baf8a0a6eb7ad04ca6b498eca8	b6cdf6fbd77b3491ee034502e39447a2	""	7	7866000	0.38
401d7caec3b14706b85e16719889ae96	66f3e1858a549670c8898b8a7cd2d9c5	15d6d8f4d3f587a7cb113a73c0b9fa56	""	1	79852500	4.54
0ee97eb3158e433683a4804f630c650d	6a82b9fa3dc55b9b1c90fd22633a56ab	a321c9157c31c57c4dad325263a8b06a	""	8	16438506	1.71
c033ca356a1f4c0a991d939c5999eb79	70157a9a08d92c9e82033444b917d5a4	08d41f8a40e1a14305a104c834c21ab2	""	3	8700000	1.43
c404890544ea4773a0b9c4da6705076f	70d8fbec5aad1beaaf4d70bc0e67bc50	cfb82194d5c88e12a8893c031d7c4248	""	1	60901804	12.14
ae1eb28fdbb14fefba3565ddbd5475b3	72d95e9995300c3a00260eb8055f6b8d	46c4d9d635323242e080018c00f141ae	""	6	54868518	1.77
0c8cbd325b4445a6a219b533274f14ad	755b30ab78c9988a0b2285e9327b9d93	fb0e4d35cdbeb989b1c1b126c0bc41eb	""	1	68960012	16.33
8a246c9e168d4ebe8aa70e1fe550250b	7d9c8aac2d14709068e37c256a0730b7	e3142b042d47e0f9be41e0346fe310e3	""	1	58822400	19.35
cbb581e32ac848ec8366ddaec5da7570	7dfafff00c810a5300e77ad357fe4eb6	222c6b08bfa788b162386d80489be1b8	""	7	4800000	0.48
e268bcae0dcb4ab28f44b4ca211ceec4	7f3b2d561e815b0440328d866f30941e	ed3874749669f3e44ff465f26870a32f	""	0	75221897	28.12
a305b24bc11647ac8b103a002b837312	7f80ffe0844eb2bfff5436609812cb60	737623776d62abb5c7d1d5ce30b8ab04	""	0	275470809	43.82
c7c3ad653bc34e9e9948495055a30402	85584fb427eaa6922d3efaef16026b5a	bf40693c6c84e60d1095c3326840835c	""	1	14359622	4.58
f9e8dd8225a34798a7e36456ae011f42	86d40e4be4a25c3d4641adac7903dd16	cfe8bc922f951f8a8d96839495c2ea94	""	4	4131000	1.26
8ab2a65f3a454e81af013ce91a496dac	8b6a63e4344e1cf1c74cb303eb52245e	5b31dc20dad69e4b6afcdfda8d6a9f3f	""	1	17125344	6.23
7b136e85d9944187a5ef032a1d8d4526	8d25aa80f57d4128771c3467cece72b0	422719a2fb071240c83b03a746400726	""	3	6987590	1.14
aa0387cf552f4477b7885359a5d78d65	8f5968ebe4d2c9b30c4e134fc5c1a821	bd7ebb78570dd16a68780213928c686c	""	2	10892000	7.99
d43a6b387f6145e2afe8dcc98351bf3a	908a265fcce56d7224e36ef57e178536	4c16863abb4920d5bf9e0c5f5cdfd782	""	6	4943500	0.22
fa8058cab47147c2aadeecbd8de5010e	9239a6d5a4d3357139ec5b1cdc32ff36	90315767e9cfdc2147738391ac9e8515	""	2	57650700	8.16
647eb2cd8e98454aa68c9236f8060114	9499a10c8b97641f61f979aaaada60ab	adfeb5a57d74e2f554d5b4c91252f4c3	""	1	12517444	8.09
2788913aeebb499bb8bcab11b6928acb	968c0482fd7ea88f534330d4ba76913d	127ed7494d96036edbf39317da95e1b6	""	8	8586190	0.44
6f256cd2d40043c2ae6d69c5d76f4d8a	97ae75013c3a7926e307044b4532af14	3ac45e772fab51c22fb3375a2adae2c8	""	5	6556760	2.41
1d1b4875b4ff4e6e99f9c95444bd09d5	97f1a06fa5c46947f9c656aaadf7ab31	ba437b8b691ed6bf561a9704ee791992	""	2	36763760	9.18
65299cbcfb254d39beed39cc9ed36a75	980bd5e58a7d2ff30809d7bb5ea3bb69	95b0ed1f80f430f73c871f9a26dfa27a	""	7	9811761	0.77
1701714ebc39451f8532b1a62b814bcf	9ab3bbcdcd336c5dc6fd220a89cdd3eb	10ca408c967b36f5c202e28dbec4eebd	""	6	13935600	3.3
6309109241024d858c151592b4e67cfa	9e18030b9fd808b071bf27039122c469	355fffce695d72c76c4dfd5b48b786ab	""	1	131057031	6.77
44b9965771a04ccdad57bac36f0562fa	a35a1d47539927babf092d67a449249e	c4e468c615bdacb978d858fc8402a5eb	""	7	8435300	0.72
0e1e59dcfc5f4f6ab5b7ee40b854e6a9	a8ed0cc3f8751a8b2ea3b2da62933cbd	e25015a68b495eb8165e447a0e24c30a	""	8	6400000	1.52
9feb8828e920416c9d96103ed7029994	b4d837b0c59b5dca533c65afdce85be1	f56c9b83cae3b212137e151bfbfa2bec	""	6	1705280	1.06
7e04f9df149c4e50bb8da8161c53f12b	bf8221c2a963338c2a484266f78b9fa9	b9b42dbe17810fda3d0a815c682ae06f	""	1	35856000	8.33
8275cef82bd14b598103189520b2423f	c01cf7dfbf05d2715fc46e88bb03fe4a	01e887105bc380d9ebefc94756de7154	""	1	1255056700	13.43
db1ea87f05e2425e81f92ad8ebb0b422	ce098104d2fa73c3c39855aec154bbf7	98b507c0f51a87c2ea0c9d197e310017	""	5	65429870	2.84
0176925bb38342de89b9d52713f58e25	d6257af421ed0a363a54e8af9bfd5e75	5bab188196ee14e24dbc930da06bad05	""	4	1747900	0.37
0d313898a59244b79231e4952908b068	d664d8078579a2f3a50c69fee51c2fb2	36a658b96426804a2b074ce19f661de3	""	1	5677093	5.68
1294df2bc45d4628b46f78211f48335d	d89aced670d91844144bc6b5b2e5c66c	407c2c4d06ef0b14b0001847d5c2da41	""	7	1605000	0.37
5b189e49b1f149098422ee061dc7d09b	e14aa53f507aa99de07aec8859c9d703	5be5591f7e7a999ca6da5c218c84d642	""	3	12009000	2.8
109ab2c187b34cf9aa19d0c2745b44e9	eaa03f45573f865907c415c7f03d5695	a4710ab5e3d385a066ec626414a7b2d5	""	2	19582259	2.83
538458eb65b54d11930261c969800489	eb37f063771ecb74d231502ea1a8286f	cf72ae37ab7e7e66d68dc7c2917c0e74	""	7	7154784	0.87
d65b87abcb8a4688b20275df1be0f823	f19e434e32588e1164c9f86dcf612574	815b4178e123f691ed90c4ac31fe8683	""	8	9976331	1.66
78e3452e6ffc4bf6a207ed9f2bcd6133	f1f7dba61dfdebb80742f991271485a2	2f7b95dceab9bb1be78bdb94762e480e	""	9	3757900	0.9
f9907bfa2b204fd491c7c800bd9d03d1	f609455775e6d27c19eed4cc2ee6d69c	ca0689c791f5ba58c1cca0b73329bd20	""	1	10650516	13.22
26793805ae994f3d9c718cc6508a1c1b	fa6a3231c4971c292f9d84d0e65a42f5	56c865c57aeb738007a12753f78f471b	""	4	19758714	2.36
d3661a808b6f4da69db982bcd240c663	fbb48bf5a3bd68a023edb2b7b5101666	a37f2b1916bdf7027cac18c56763b45f	""	0	127121300	41.06
5b72dd69ecaa43bcb015daba33402c1d	fd5af62fb34aa7434844b1e57b5aeeee	f2358d8ef363cef07a4bbbbc8b7349f6	""	1	78055676	26.97
74d1040536b8457aa9a61539884a90d9	fe50e57fd4b69b67f84d00c5b2f45954	6452e0b4e261d4319ea16891e7b078c0	""	2	59299434	6.36
dc39fff523974c578d289e499e18f3f7	ff74d8a134ecc0131dd6d270a096f01d	48b2fefc4b061f7a3249c5c41f98e327	""	1	73440000	9.57
5fb89d81c9e6480dbf4deacd5f1c53eb	02a1437226bc0069cfa846a2ac4332ca	0e5a2313693c34c73e9add51e47ece69	""	8	3860414	0.57
89ec720686ac4d5f9d051fecca50568f	03df134d69da08d4f4f5ac1e9db2750b	bb7c86e6990a48f48f4c05fe86219c74	""	4	2104000	1.72
cbdecd4ffedf466fb4620c5018783436	06cf927d15b3e170e56e7b7b0a4d62ef	5c5f8c42a0463fec4a9bf79a19ebcf8c	""	5	2076856	0.39
8d1d59ede9a849feab087b1bfa392d39	09b89733b0fc7b15701e70621ae965c7	61014c0af72ff330170c132b1fccd943	""	6	9513000	2.69
f939f5c6c40f42bba2072b98028b04e6	1593aee334c44fa44554d8dca6294d47	dbe298a4f265a5c99ded76194c8d01d1	""	6	575700	0.6
8a877804d9e545f6be966f5e14c4a1b7	183412daaf35bd5112582bf7a3fd8d85	d9b5ee991118441fb86e0cb017a263b9	""	6	8700000	0.61
0d1e89d0d1c0475d80caab99ab05e7d1	1b126787d9211c6f96bd3cd35acdb14d	999ebf732c8550ca426a3e8cb07f7a12	""	9	6223000	0.44
682bb29b257246fdbaaba48e7ff256a8	1cc5f9f2f2749402cbfd28c2c2f9ff94	fcd00f3b775105c231369a9305726d37	""	0	61813074	20.6
135e3cb4f0d5428d9c4098feec1b6670	1d3a3ca6efc54acbf572ae93c4b5aaed	71716540b732dd02a4d09a82f3afff7b	""	9	2370000	0.29
6709770230cb407c98f927c939b8b0bf	1e0f40cf056ee86d31ff72df81ee703c	36fb29cbeddca88fc107094bc076114a	""	8	711700	0.24
5ddb53ba84d94322b515075626453257	1fa2b72dd25410b02d91b8e4c49ae87d	dec5837d8170307c959b6eb80f9da9c1	""	8	1560000	0.58
9a35939a8f6f4bb296fbe0e04e275dcb	206c188e60396086d79eadc4b7338998	ed3874749669f3e44ff465f26870a32f	""	1	21963200	8.21
9224548108544854bd03add105a8dbea	21cfc35baef09c2fb74cace00ae2e997	8dcdbcde15104d7dd7b668dada8e9837	""	2	11583000	9.65
6d0a21b483684ebc9402638bdc9982a8	23e8442146d903b73991348afd8d5c54	e1536c56b8ec3f58e0efb6597ac8f662	""	4	2584600	0.38
10ab85bfcb1e48c2a80ca357bd8a890d	27714964ea718c7642effdb88096eb00	575e1d6f770971e648b7249e9ea4a5ea	""	5	7289411	0.95
ca8dc6394d5548f896ffe986055d4ae8	29c7714f36b036b006ec6375fdc92513	31fae94ff57fea91236f83089d6d10fc	""	7	2093600	0.46
8f8345188c234b55adad7669d7c18e3a	2e41d2481892631a711a8db21028da98	1239a5b45cb2db98624f00878fef49bb	""	0	135169517	26.45
135ba8dfa3cd4df6bcd2786d4d4a0913	393612dd408e1bdfa7532bc9005f5b33	bee0d82ead62397086ebdaf30cdad4db	""	2	11364255	5.92
54fe747973d349c2bbcb5177a580496a	3d714dba679050edb6be3e7a644ea0b9	7b6216be0095a34d44e5e7875828f7f6	""	8	3171212	0.72
1f6b2509ebd24954888a5de0f842dc2e	4088e020c247d0b7c450ed5e55ef8aaf	8d30e1469a3ddd5278708c0405f80a80	""	9	4575900	0.38
0a21f4a469a845e89ac62e037c4d26ac	409b9a776759dbd4e6021101d4224ba0	331f9462871cc94cde4d3b501eec743c	""	6	6621564	0.78
98f5233fe43b4266920f35ccdddbe693	4223b49117d806b32c190b535c02a3dc	f3babc384ac1e3579457413ee8934ec7	""	8	7983115	6.24
84144e6d6a494f1eb17e6c9c6fda7697	4c4f28c18b26c6fd59a167ae20caafa3	e88f2e00e22551d48aac831baa699e57	""	5	27502484	1.72
abd7571d5f92499dae6cf19515704b1a	5668c79d9b425b30966adb83e2edb1f1	442bedb0e85dfca3141c2f63fa9ffa68	""	5	1931220	1.49
3cb0deb94c734a1f9f94955435ac215a	570ca9505722aab953fbdd57596e0b96	70feb0b149a49ea053149de51dd30cb3	""	7	699538	0.49
fc797efb879349b59f81a7c5304d29a5	5793014b61394e5b15eed0411e7ef176	1d3f32bb635d8e985292258b89f83ee1	""	1	10773000	3.18
2f89bc05b74549f283b8d3845f21b144	58ac22863e53fb542f265eafc941b9dc	ba372676850e038a967ec59209a63f3f	""	7	44488492	0.74
3df84f3a39f341a3b82fd17eedb2e147	5cd05acea611a977b2baa539a0947c14	9b5bf4e435b8343e2fadcf9cab86a0a8	""	0	30626396	14.59
167d984aa64d412aa21760b957ec1e1c	626a36a61aa7ac31ed8f894e520c133b	cbb451bd471ee7d972386658c09c16df	""	2	5638600	0.56
36f16d2c10d144de91fdbd4f9a10a852	631659ef4d432976cb6bc34b23b72aba	716d27a162c5733da39f26bf73529c36	""	0	14640341	12.81
841c7137fdd2460f9df639b923e228a9	659bc90fbfbde5efb8c109d1bd4b51bb	aed4101f404bd75dff03820fabbe3cfc	""	2	8100196	8.1
bc8b75dfb18a407ab710aab465c8606b	6a9ddd5fbd72cf2ead17528df79fabaf	5362d7a0b45089f44300c1687c4ef527	""	9	5172800	0.62
4141b951615c4a838a98d005cc67e7ae	6b1f461ce51812e74012e7cb91ca1cad	6fef856510e3bf12177183572e4dc795	""	9	540000	0.33
9dd5e015d08d41e291c52ec5cd6601db	6d838935ae6d9938ea7e03b1c105796f	b9b42dbe17810fda3d0a815c682ae06f	""	4	14855800	3.45
9e43066d42af47d896e6c34f19c09f16	77043e7caec4db898d64526794a1d0bf	95e00bb9e2078312f3189dda7049c801	""	8	6328743	1.89
bf5d59265901426d802b09a5ca33ba28	78d3bf8fc1de3cc25cf4162c2eab8ea5	ad912adc2344c51bc21e611eb1313d01	""	5	11350000	0.65
de549596fc31411a9006df2ba2b01e2e	7900f931244433924f40922306ad8fff	673fa3dfc362c6227b9f98166094cb30	""	9	5500000	1.1
486bfaf0734b4717ad189b4b1b7d6107	7d274e397f86d2c602536c82c5504532	737623776d62abb5c7d1d5ce30b8ab04	""	2	10597270	1.69
0c0d9780a8b24c669e05b85fbfe7ab48	7f2eeabdd43bc19e09752fcc16a7765c	525c27b17f473fedf1859da8cdb1f32f	""	0	10979581	6.06
c85ae1e1e26b4a2fbaa84739622d172f	82d571ff0a4edeb512f14683eb60dc39	851a4c5f4a38d140c52624f2af73d3cf	""	0	53460000	37.88
eb054e8231984bfaadb031d6388d4601	82f8bb6107681ae4ba7d24ba7ba1b372	d4657aa371e3f3d463ac8a31661bc75e	""	6	1245400	0.4
66ac58db151e47fba1eaec30a481fb10	83eb8bc52aa4062569a3f0eb6431093a	2bda7728b6e0e10540634ab16eb1bdfc	""	8	4315160	0.53
6aac46f005754e0882223fdd10729a4c	8857452e4436f3c939730a567c7b56b1	df5148dc7b240fd9c6f26f54bd9e87b4	""	6	3937500	1.64
